"C_ID","C_EquipmentSpend","C_ApparelSpend","C_FootwearSpend","C_Gender","C_Age","C_State","C_Area","C_DeviceType","C_ShoppingCart","C_EmailAd","C_ShoppingDuration","C_TimeOfShopping","C_Number_of_Orders","C_Reviews","C_OrderToDelivery","C_Payment","App_Discounts","App_Tenure","App_Referral"
"CXAUQ_407",40,193,0,"M",20,"VIC","Urban","Phone_iOS","Browser","Monthly",3,"12:00 PM - 6:00 PM",3,1,3,"eWallet","N",0,0
"CXAUQ_25",400,216,217,"M",50,"VIC","Rural","Tablet_Android","App","Monthly",56,"12:00 PM - 6:00 PM",6,3,4,"Card","Y",20,0
"CXAUQ_1307",400,152,40,"M",42,"QLD","Urban","Phone_iOS","Browser","Weekly",47,"6:00 PM - 12:00 AM",6,1,3,"eWallet","N",0,0
"CXAUQ_1145",40,114,202,"M",38,"NSW","Urban","Phone_iOS","Browser","Monthly",53,"12:00 AM - 6:00 AM",6,2,1,"BNPL","N",0,0
"CXAUQ_489",900,121,0,"F",55,"VIC","Urban","Tablet_iOS","Browser","Weekly",53,"12:00 PM - 6:00 PM",3,3,4,"BNPL","N",0,0
"CXAUQ_1978",1050,176,323,"M",51,"NSW","Rural","Tablet_Android","App","Daily",38,"6:00 AM - 12:00 PM",8,5,4,"BNPL","Y",27,0
"CXAUQ_2270",40,270,148,"F",20,"NSW","Rural","Phone_Android","App","Daily",40,"6:00 AM - 12:00 PM",1,1,4,"eWallet","Y",28,0
"CXAUQ_2697",40,295,258,"F",36,"NT","Urban","Tablet_Android","Browser","Monthly",3,"6:00 PM - 12:00 AM",1,4,3,"eWallet","N",0,0
"CXAUQ_2139",40,53,329,"F",44,"QLD","Urban","Tablet_iOS","Browser","Daily",22,"6:00 AM - 12:00 PM",1,3,1,"BNPL","N",0,0
"CXAUQ_1285",40,50,310,"F",23,"TAS","Urban","Phone_iOS","App","Weekly",10,"6:00 PM - 12:00 AM",1,4,1,"BNPL","Y",6,0
"CXAUQ_605",750,168,447,"F",44,"NSW","Urban","Tablet_iOS","App","Daily",46,"12:00 PM - 6:00 PM",9,5,4,"BNPL","Y",24,0
"CXAUQ_180",40,222,40,"M",20,"VIC","Rural","Phone_iOS","Browser","Daily",29,"12:00 PM - 6:00 PM",1,2,4,"eWallet","N",0,0
"CXAUQ_2415",1500,115,427,"M",54,"WA","Rural","Tablet_Android","App","Monthly",12,"6:00 AM - 12:00 PM",6,5,4,"BNPL","Y",13,0
"CXAUQ_1311",800,273,40,"M",57,"VIC","Rural","Tablet_Android","App","Monthly",23,"6:00 PM - 12:00 AM",4,4,4,"eWallet","Y",15,0
"CXAUQ_137",1500,82,99,"M",57,"VIC","Rural","Tablet_Android","Browser","Monthly",59,"12:00 PM - 6:00 PM",6,5,4,"eWallet","N",0,0
"CXAUQ_383",1100,50,0,"M",60,"QLD","Rural","Tablet_Android","Browser","Monthly",59,"12:00 PM - 6:00 PM",6,5,4,"BNPL","N",0,0
"CXAUQ_1340",40,180,64,"F",45,"VIC","Urban","Phone_iOS","Browser","Daily",47,"6:00 PM - 12:00 AM",3,2,3,"eWallet","N",0,0
"CXAUQ_439",950,157,0,"M",41,"NSW","Rural","Tablet_Android","Browser","Daily",22,"12:00 PM - 6:00 PM",5,5,4,"BNPL","N",0,0
"CXAUQ_313",40,50,0,"M",24,"NSW","Rural","Phone_iOS","Browser","Daily",58,"12:00 PM - 6:00 PM",1,1,4,"eWallet","N",0,0
"CXAUQ_144",40,119,218,"M",43,"VIC","Rural","Tablet_iOS","Browser","Monthly",50,"12:00 PM - 6:00 PM",5,4,2,"BNPL","N",0,0
"CXAUQ_1244",40,50,368,"F",21,"NSW","Rural","Phone_iOS","App","Daily",17,"12:00 AM - 6:00 AM",4,3,2,"BNPL","Y",6,0
"CXAUQ_1555",800,147,309,"M",44,"VIC","Rural","Phone_iOS","Browser","Weekly",25,"6:00 PM - 12:00 AM",5,2,4,"BNPL","N",0,0
"CXAUQ_2241",500,50,299,"F",26,"QLD","Urban","Phone_iOS","App","Monthly",58,"6:00 AM - 12:00 PM",5,1,4,"BNPL","Y",7,0
"CXAUQ_2357",1600,74,360,"F",52,"NSW","Urban","Tablet_Android","Browser","Daily",25,"6:00 AM - 12:00 PM",6,4,4,"BNPL","N",0,0
"CXAUQ_1896",40,128,250,"M",25,"VIC","Rural","Phone_iOS","Browser","Daily",25,"6:00 AM - 12:00 PM",5,1,3,"BNPL","N",0,0
"CXAUQ_890",40,155,155,"F",31,"SA","Rural","Phone_iOS","Browser","Weekly",33,"12:00 AM - 6:00 AM",3,2,2,"BNPL","N",0,0
"CXAUQ_1025",280,150,489,"M",66,"WA","Rural","Tablet_iOS","Browser","Daily",25,"12:00 AM - 6:00 AM",1,2,4,"Card","N",0,0
"CXAUQ_1850",250,125,150,"M",39,"SA","Urban","Phone_iOS","App","Weekly",25,"6:00 AM - 12:00 PM",4,2,3,"eWallet","Y",8,8
"CXAUQ_1549",40,137,255,"F",20,"WA","Urban","Tablet_iOS","Browser","Daily",24,"6:00 PM - 12:00 AM",5,3,1,"BNPL","N",0,0
"CXAUQ_12",40,114,44,"F",21,"VIC","Rural","Phone_iOS","Browser","Daily",55,"12:00 PM - 6:00 PM",1,1,4,"eWallet","N",0,0
"CXAUQ_130",40,164,338,"M",20,"WA","Urban","Phone_iOS","Browser","Daily",8,"12:00 PM - 6:00 PM",3,3,2,"BNPL","N",0,0
"CXAUQ_1726",750,50,106,"M",44,"WA","Urban","Tablet_Android","App","Weekly",24,"6:00 PM - 12:00 AM",13,3,4,"eWallet","Y",9,0
"CXAUQ_2363",40,84,266,"M",54,"VIC","Urban","Phone_Android","App","Weekly",22,"6:00 AM - 12:00 PM",1,3,1,"BNPL","Y",9,0
"CXAUQ_2569",1550,252,208,"M",50,"VIC","Urban","Tablet_Android","App","Weekly",31,"6:00 PM - 12:00 AM",7,5,4,"BNPL","Y",25,0
"CXAUQ_1277",500,87,40,"F",41,"QLD","Urban","Phone_iOS","Browser","Weekly",13,"6:00 PM - 12:00 AM",1,3,4,"eWallet","N",0,0
"CXAUQ_943",40,119,60,"F",23,"NSW","Urban","Tablet_iOS","Browser","Daily",7,"12:00 AM - 6:00 AM",1,2,3,"Card","N",0,0
"CXAUQ_568",700,163,432,"F",34,"NSW","Rural","Tablet_Android","App","Daily",32,"12:00 PM - 6:00 PM",6,3,4,"BNPL","Y",28,0
"CXAUQ_2115",40,154,381,"F",30,"VIC","Urban","Tablet_iOS","Browser","Weekly",8,"6:00 AM - 12:00 PM",6,1,1,"BNPL","N",0,0
"CXAUQ_16",450,50,293,"F",30,"SA","Urban","Phone_iOS","Browser","Weekly",12,"12:00 PM - 6:00 PM",3,3,4,"BNPL","N",0,0
"CXAUQ_1827",40,172,119,"M",43,"TAS","Rural","Phone_iOS","Browser","Monthly",5,"6:00 AM - 12:00 PM",2,2,4,"eWallet","N",0,0
"CXAUQ_982",40,78,40,"M",38,"NT","Rural","Tablet_iOS","App","Weekly",57,"12:00 AM - 6:00 AM",1,1,2,"BNPL","Y",18,0
"CXAUQ_783",1000,186,0,"F",52,"WA","Rural","Tablet_Android","App","Weekly",31,"12:00 PM - 6:00 PM",14,4,4,"eWallet","Y",12,6
"CXAUQ_1740",1100,289,47,"M",43,"NSW","Urban","Tablet_Android","Browser","Weekly",15,"6:00 PM - 12:00 AM",3,4,4,"eWallet","N",0,0
"CXAUQ_309",400,145,0,"F",41,"NSW","Rural","Tablet_iOS","Browser","Daily",55,"12:00 PM - 6:00 PM",4,1,4,"Card","N",0,0
"CXAUQ_1715",1200,228,360,"M",57,"NSW","Rural","Tablet_Android","Browser","Daily",39,"6:00 PM - 12:00 AM",2,4,4,"BNPL","N",0,0
"CXAUQ_2700",450,128,296,"M",29,"VIC","Urban","Phone_Android","Browser","Weekly",5,"6:00 PM - 12:00 AM",2,1,4,"Card","N",0,0
"CXAUQ_1385",40,197,305,"M",34,"NSW","Urban","Tablet_iOS","Browser","Daily",51,"6:00 PM - 12:00 AM",5,1,2,"BNPL","N",0,0
"CXAUQ_866",550,50,281,"F",35,"VIC","Urban","Phone_iOS","App","Monthly",4,"12:00 AM - 6:00 AM",1,2,4,"BNPL","Y",7,8
"CXAUQ_84",40,230,465,"M",51,"VIC","Rural","Phone_iOS","App","Daily",42,"12:00 PM - 6:00 PM",2,4,4,"eWallet","Y",7,3
"CXAUQ_932",40,50,40,"M",26,"WA","Rural","Phone_iOS","Browser","Weekly",19,"12:00 AM - 6:00 AM",1,2,4,"Card","N",0,0
"CXAUQ_1622",800,170,186,"F",44,"NSW","Urban","Phone_iOS","App","Daily",33,"6:00 PM - 12:00 AM",14,5,4,"eWallet","Y",25,0
"CXAUQ_167",1700,168,164,"M",52,"ACT","Urban","Phone_Android","App","Monthly",44,"12:00 PM - 6:00 PM",10,5,4,"eWallet","Y",20,0
"CXAUQ_1683",850,274,279,"F",47,"NSW","Urban","Tablet_Android","Browser","Daily",47,"6:00 PM - 12:00 AM",12,4,4,"BNPL","N",0,0
"CXAUQ_2229",40,50,208,"F",24,"WA","Urban","Phone_iOS","App","Daily",16,"6:00 AM - 12:00 PM",1,1,1,"BNPL","Y",7,8
"CXAUQ_1170",40,167,40,"F",35,"WA","Urban","Phone_iOS","App","Monthly",48,"12:00 AM - 6:00 AM",5,3,3,"eWallet","Y",16,0
"CXAUQ_1178",40,52,266,"F",48,"NSW","Rural","Phone_Android","App","Daily",37,"12:00 AM - 6:00 AM",1,4,3,"BNPL","Y",18,0
"CXAUQ_547",600,214,341,"M",40,"NSW","Urban","Phone_Android","Browser","Daily",59,"12:00 PM - 6:00 PM",3,4,4,"BNPL","N",0,0
"CXAUQ_2647",40,260,314,"M",29,"NSW","Urban","Phone_iOS","App","Daily",36,"6:00 PM - 12:00 AM",5,2,3,"eWallet","Y",23,0
"CXAUQ_1108",40,50,211,"F",29,"NSW","Urban","Phone_iOS","App","Daily",23,"12:00 AM - 6:00 AM",4,2,2,"BNPL","Y",21,0
"CXAUQ_2028",40,78,434,"M",45,"NT","Rural","Phone_iOS","App","Monthly",45,"6:00 AM - 12:00 PM",4,1,2,"BNPL","Y",11,0
"CXAUQ_517",950,178,0,"F",52,"NSW","Rural","Phone_Android","App","Daily",23,"12:00 PM - 6:00 PM",3,5,4,"BNPL","Y",11,0
"CXAUQ_486",1250,185,0,"M",44,"ACT","Urban","Tablet_Android","App","Monthly",47,"12:00 PM - 6:00 PM",4,5,4,"BNPL","Y",11,0
"CXAUQ_1034",294,40,446,"M",63,"NSW","Rural","Tablet_Android","Browser","Daily",15,"12:00 AM - 6:00 AM",3,1,4,"Card","N",0,0
"CXAUQ_2774",40,214,183,"F",21,"NSW","Urban","Phone_iOS","Browser","Daily",42,"6:00 PM - 12:00 AM",6,1,3,"eWallet","N",0,0
"CXAUQ_2389",1150,176,401,"M",58,"NSW","Rural","Tablet_Android","Browser","Daily",19,"6:00 AM - 12:00 PM",14,3,4,"BNPL","N",0,0
"CXAUQ_1036",237,102,0,"M",70,"VIC","Rural","Tablet_iOS","Browser","Daily",35,"12:00 PM - 6:00 PM",3,2,4,"eWallet","N",0,0
"CXAUQ_2022",40,213,279,"F",38,"NSW","Rural","Phone_iOS","Browser","Daily",25,"6:00 AM - 12:00 PM",2,1,3,"BNPL","N",0,0
"CXAUQ_1009",40,239,48,"M",21,"SA","Urban","Phone_iOS","Browser","Daily",10,"12:00 AM - 6:00 AM",1,2,3,"eWallet","N",0,0
"CXAUQ_2517",40,85,291,"F",43,"SA","Urban","Phone_iOS","App","Daily",11,"6:00 PM - 12:00 AM",1,1,3,"eWallet","Y",5,0
"CXAUQ_1817",550,129,369,"M",59,"WA","Rural","Tablet_Android","Browser","Weekly",22,"6:00 AM - 12:00 PM",3,5,4,"BNPL","N",0,0
"CXAUQ_1976",900,211,276,"M",54,"VIC","Urban","Tablet_Android","Browser","Monthly",47,"6:00 AM - 12:00 PM",1,5,4,"BNPL","N",0,0
"CXAUQ_811",40,205,303,"F",30,"ACT","Urban","Phone_iOS","Browser","Monthly",24,"12:00 AM - 6:00 AM",4,1,2,"BNPL","N",0,0
"CXAUQ_224",950,188,280,"F",52,"VIC","Urban","Tablet_Android","App","Weekly",54,"12:00 PM - 6:00 PM",11,4,4,"BNPL","Y",26,6
"CXAUQ_2165",40,118,284,"F",23,"NSW","Urban","Tablet_iOS","Browser","Daily",33,"6:00 AM - 12:00 PM",1,3,2,"BNPL","N",0,0
"CXAUQ_2360",40,173,350,"M",27,"TAS","Rural","Phone_iOS","App","Weekly",24,"6:00 AM - 12:00 PM",3,1,2,"BNPL","Y",2,0
"CXAUQ_757",40,60,40,"F",56,"QLD","Urban","Phone_Android","Browser","Daily",51,"12:00 PM - 6:00 PM",1,4,3,"Card","N",0,0
"CXAUQ_2227",40,50,479,"F",22,"NSW","Urban","Tablet_iOS","App","Daily",58,"6:00 AM - 12:00 PM",4,3,1,"BNPL","Y",2,0
"CXAUQ_2624",40,238,62,"M",20,"WA","Urban","Tablet_iOS","Browser","Daily",43,"6:00 PM - 12:00 AM",3,2,3,"eWallet","N",0,0
"CXAUQ_89",40,118,59,"F",25,"VIC","Urban","Phone_iOS","Browser","Daily",10,"12:00 PM - 6:00 PM",1,0,3,"Card","N",0,0
"CXAUQ_2078",1750,50,246,"M",52,"NT","Urban","Tablet_Android","App","Weekly",44,"6:00 AM - 12:00 PM",3,5,4,"BNPL","Y",4,0
"CXAUQ_996",1000,50,473,"F",47,"QLD","Rural","Tablet_Android","App","Monthly",15,"12:00 AM - 6:00 AM",1,5,4,"BNPL","Y",7,0
"CXAUQ_1001",289,151,75,"M",63,"NSW","Rural","Tablet_iOS","App","Weekly",57,"12:00 AM - 6:00 AM",1,1,4,"Card","Y",18,0
"CXAUQ_813",40,97,449,"M",27,"TAS","Rural","Phone_iOS","Browser","Monthly",19,"12:00 AM - 6:00 AM",5,3,4,"Card","N",0,0
"CXAUQ_2215",40,56,414,"M",36,"SA","Urban","Tablet_iOS","App","Weekly",30,"6:00 AM - 12:00 PM",2,1,2,"BNPL","Y",13,0
"CXAUQ_2655",1300,50,384,"F",47,"NSW","Rural","Phone_Android","Browser","Daily",26,"6:00 PM - 12:00 AM",12,5,4,"BNPL","N",0,0
"CXAUQ_1667",40,203,427,"M",36,"NSW","Rural","Phone_Android","Browser","Daily",24,"6:00 PM - 12:00 AM",2,2,2,"BNPL","N",0,0
"CXAUQ_1287",650,103,259,"F",37,"QLD","Urban","Phone_iOS","App","Monthly",0,"6:00 PM - 12:00 AM",3,3,4,"BNPL","Y",12,0
"CXAUQ_2156",40,207,299,"M",22,"ACT","Urban","Phone_iOS","Browser","Daily",19,"6:00 AM - 12:00 PM",2,2,1,"BNPL","N",0,0
"CXAUQ_523",250,50,147,"F",22,"WA","Rural","Phone_iOS","App","Weekly",30,"12:00 PM - 6:00 PM",4,1,4,"Card","Y",15,0
"CXAUQ_2465",1000,252,311,"M",55,"NT","Urban","Tablet_Android","Browser","Monthly",15,"6:00 PM - 12:00 AM",9,5,4,"BNPL","N",0,0
"CXAUQ_2801",500,226,300,"F",34,"VIC","Urban","Phone_iOS","App","Monthly",44,"6:00 PM - 12:00 AM",3,2,4,"Card","Y",2,0
"CXAUQ_710",750,245,498,"M",30,"NSW","Urban","Phone_iOS","Browser","Daily",4,"12:00 PM - 6:00 PM",5,3,4,"Card","N",0,0
"CXAUQ_2344",40,50,388,"M",56,"NSW","Rural","Phone_Android","App","Daily",17,"6:00 AM - 12:00 PM",1,4,3,"BNPL","Y",17,0
"CXAUQ_1945",600,147,377,"F",47,"TAS","Rural","Tablet_iOS","Browser","Monthly",49,"6:00 AM - 12:00 PM",11,4,4,"BNPL","N",0,0
"CXAUQ_302",1550,95,0,"M",49,"SA","Urban","Phone_Android","App","Weekly",18,"12:00 PM - 6:00 PM",7,5,4,"BNPL","Y",22,0
"CXAUQ_2676",1200,122,43,"M",58,"NT","Urban","Phone_Android","App","Monthly",24,"6:00 PM - 12:00 AM",10,5,4,"BNPL","Y",9,0
"CXAUQ_53",40,161,161,"M",45,"VIC","Urban","Phone_iOS","Browser","Weekly",48,"12:00 PM - 6:00 PM",5,2,3,"eWallet","N",0,0
"CXAUQ_1739",750,50,137,"M",47,"VIC","Urban","Tablet_Android","Browser","Weekly",37,"6:00 PM - 12:00 AM",10,3,4,"eWallet","N",0,0
"CXAUQ_1518",40,218,452,"M",29,"NSW","Urban","Phone_iOS","App","Daily",56,"6:00 PM - 12:00 AM",1,2,2,"BNPL","Y",26,0
"CXAUQ_1060",40,50,163,"M",23,"VIC","Urban","Tablet_iOS","App","Monthly",22,"12:00 AM - 6:00 AM",2,1,3,"eWallet","Y",22,0
"CXAUQ_1835",40,294,326,"M",21,"TAS","Urban","Phone_iOS","App","Monthly",29,"6:00 AM - 12:00 PM",6,3,1,"BNPL","Y",30,7
"CXAUQ_213",40,50,247,"F",48,"NSW","Rural","Tablet_iOS","App","Daily",37,"12:00 PM - 6:00 PM",1,3,2,"BNPL","Y",12,0
"CXAUQ_2250",40,164,437,"F",39,"VIC","Urban","Phone_iOS","Browser","Weekly",0,"6:00 AM - 12:00 PM",2,1,1,"BNPL","N",0,0
"CXAUQ_2346",750,168,361,"F",49,"TAS","Rural","Tablet_Android","Browser","Weekly",48,"6:00 AM - 12:00 PM",5,4,4,"BNPL","N",0,0
"CXAUQ_1330",40,50,270,"M",27,"VIC","Urban","Phone_iOS","App","Daily",2,"6:00 PM - 12:00 AM",1,3,1,"BNPL","Y",15,0
"CXAUQ_1333",40,50,40,"M",55,"VIC","Urban","Phone_iOS","Browser","Daily",37,"6:00 PM - 12:00 AM",1,3,3,"eWallet","N",0,0
