"C_ID","C_EquipmentSpend","C_ApparelSpend","C_FootwearSpend","C_Gender","C_Age","C_State","C_Area","C_DeviceType","C_ShoppingCart","C_EmailAd","C_ShoppingDuration","C_TimeOfShopping","C_Number_of_Orders","C_Reviews","C_OrderToDelivery","C_Payment","App_Discounts","App_Tenure","App_Referral"
"CXAUQ_777",40,210,105,"M",20,"QLD","Rural","Phone_Android","Browser","Daily",8,"12:00 PM - 6:00 PM",4,1,3,"BNPL","N",0,0
"CXAUQ_13",950,51,73,"M",48,"NT","Urban","Tablet_Android","Browser","Weekly",59,"12:00 PM - 6:00 PM",6,5,4,"eWallet","N",0,0
"CXAUQ_1687",1050,224,253,"F",59,"NSW","Urban","Tablet_Android","Browser","Daily",35,"6:00 PM - 12:00 AM",1,3,4,"BNPL","N",0,0
"CXAUQ_2258",40,50,40,"F",42,"NSW","Urban","Phone_Android","Browser","Daily",42,"6:00 AM - 12:00 PM",1,1,3,"eWallet","N",0,0
"CXAUQ_2707",450,50,105,"M",27,"NT","Rural","Phone_Android","Browser","Weekly",19,"6:00 PM - 12:00 AM",1,2,4,"Card","N",0,0
"CXAUQ_1838",40,263,182,"F",44,"VIC","Urban","Phone_iOS","Browser","Daily",58,"6:00 AM - 12:00 PM",6,2,3,"eWallet","N",0,0
"CXAUQ_952",40,153,153,"M",34,"NT","Urban","Phone_iOS","Browser","Weekly",39,"12:00 AM - 6:00 AM",4,1,1,"BNPL","N",0,0
"CXAUQ_1267",450,142,383,"F",40,"ACT","Rural","Phone_Android","Browser","Weekly",50,"12:00 AM - 6:00 AM",7,4,4,"BNPL","N",0,0
"CXAUQ_2729",1300,245,317,"M",47,"NSW","Urban","Tablet_Android","App","Daily",53,"6:00 PM - 12:00 AM",12,3,4,"BNPL","Y",2,0
"CXAUQ_2617",650,291,45,"M",50,"SA","Rural","Phone_Android","App","Weekly",3,"6:00 PM - 12:00 AM",7,5,4,"BNPL","Y",20,0
"CXAUQ_2369",650,99,178,"F",38,"SA","Rural","Phone_iOS","Browser","Weekly",59,"6:00 AM - 12:00 PM",2,2,4,"eWallet","N",0,0
"CXAUQ_1910",900,278,479,"F",53,"VIC","Urban","Tablet_iOS","Browser","Monthly",38,"6:00 AM - 12:00 PM",2,3,4,"BNPL","N",0,0
"CXAUQ_996",1000,50,473,"F",47,"QLD","Rural","Tablet_Android","App","Monthly",15,"12:00 AM - 6:00 AM",1,5,4,"BNPL","Y",7,0
"CXAUQ_2375",700,60,272,"M",37,"ACT","Urban","Phone_iOS","Browser","Monthly",1,"6:00 AM - 12:00 PM",13,3,4,"BNPL","N",0,0
"CXAUQ_2414",40,257,370,"M",22,"NSW","Rural","Phone_Android","Browser","Daily",48,"6:00 AM - 12:00 PM",6,2,2,"BNPL","N",0,0
"CXAUQ_1767",1250,207,115,"M",58,"NSW","Urban","Tablet_iOS","App","Daily",50,"6:00 PM - 12:00 AM",9,5,4,"eWallet","Y",12,0
"CXAUQ_1489",40,50,315,"M",36,"SA","Urban","Phone_iOS","Browser","Monthly",60,"6:00 PM - 12:00 AM",4,2,1,"BNPL","N",0,0
"CXAUQ_973",850,85,434,"F",49,"QLD","Urban","Phone_Android","Browser","Monthly",2,"12:00 AM - 6:00 AM",5,5,4,"Card","N",0,0
"CXAUQ_1448",1650,198,304,"M",57,"NT","Urban","Tablet_Android","App","Weekly",41,"6:00 PM - 12:00 AM",6,5,4,"BNPL","Y",3,0
"CXAUQ_1456",40,159,246,"M",38,"QLD","Rural","Tablet_iOS","Browser","Weekly",54,"6:00 PM - 12:00 AM",4,2,2,"BNPL","N",0,0
"CXAUQ_180",40,222,40,"M",20,"VIC","Rural","Phone_iOS","Browser","Daily",29,"12:00 PM - 6:00 PM",1,2,4,"eWallet","N",0,0
"CXAUQ_1769",1000,101,383,"M",55,"NSW","Rural","Tablet_iOS","App","Daily",50,"6:00 PM - 12:00 AM",7,3,4,"BNPL","Y",2,0
"CXAUQ_832",40,200,100,"M",54,"VIC","Urban","Phone_iOS","Browser","Daily",29,"12:00 AM - 6:00 AM",5,1,3,"Card","N",0,0
"CXAUQ_1203",550,164,419,"F",31,"NSW","Rural","Phone_Android","Browser","Daily",47,"12:00 AM - 6:00 AM",6,2,4,"BNPL","N",0,0
"CXAUQ_733",1050,153,0,"M",50,"NSW","Urban","Tablet_Android","Browser","Daily",46,"12:00 PM - 6:00 PM",7,3,4,"BNPL","N",0,0
"CXAUQ_2363",40,84,266,"M",54,"VIC","Urban","Phone_Android","App","Weekly",22,"6:00 AM - 12:00 PM",1,3,1,"BNPL","Y",9,0
"CXAUQ_1304",350,50,422,"F",25,"ACT","Rural","Phone_iOS","Browser","Monthly",16,"6:00 PM - 12:00 AM",1,2,2,"BNPL","N",0,0
"CXAUQ_1550",40,51,279,"M",42,"SA","Rural","Tablet_iOS","App","Weekly",49,"6:00 PM - 12:00 AM",1,1,2,"BNPL","Y",12,0
"CXAUQ_2432",850,216,193,"F",60,"NT","Rural","Tablet_iOS","App","Monthly",16,"6:00 AM - 12:00 PM",1,4,4,"BNPL","Y",19,0
"CXAUQ_2519",800,50,73,"M",41,"QLD","Urban","Phone_iOS","App","Monthly",48,"6:00 PM - 12:00 AM",10,3,4,"BNPL","Y",21,3
"CXAUQ_460",1050,68,0,"M",36,"NSW","Urban","Phone_iOS","App","Daily",1,"12:00 PM - 6:00 PM",5,3,4,"BNPL","Y",8,0
"CXAUQ_658",1000,206,0,"M",50,"NSW","Urban","Tablet_iOS","App","Daily",54,"12:00 PM - 6:00 PM",8,3,4,"BNPL","Y",20,0
"CXAUQ_1170",40,167,40,"F",35,"WA","Urban","Phone_iOS","App","Monthly",48,"12:00 AM - 6:00 AM",5,3,3,"eWallet","Y",16,0
"CXAUQ_2574",1350,188,277,"M",57,"VIC","Rural","Phone_Android","Browser","Monthly",22,"6:00 PM - 12:00 AM",1,5,4,"BNPL","N",0,0
"CXAUQ_310",1200,226,0,"M",50,"VIC","Rural","Phone_Android","Browser","Monthly",37,"12:00 PM - 6:00 PM",6,5,4,"BNPL","N",0,0
"CXAUQ_126",40,118,264,"F",21,"VIC","Urban","Phone_iOS","Browser","Weekly",36,"12:00 PM - 6:00 PM",1,2,1,"BNPL","N",0,0
"CXAUQ_2112",40,122,449,"M",23,"SA","Urban","Tablet_iOS","Browser","Weekly",44,"6:00 AM - 12:00 PM",3,2,2,"BNPL","N",0,0
"CXAUQ_861",40,79,40,"M",37,"SA","Urban","Phone_iOS","App","Weekly",47,"12:00 AM - 6:00 AM",1,2,3,"eWallet","Y",9,0
"CXAUQ_1367",1200,190,157,"M",48,"NSW","Rural","Phone_Android","Browser","Daily",10,"6:00 PM - 12:00 AM",3,5,4,"eWallet","N",0,0
"CXAUQ_1895",400,50,406,"M",44,"VIC","Urban","Phone_iOS","App","Daily",59,"6:00 AM - 12:00 PM",4,1,2,"BNPL","Y",28,0
"CXAUQ_2182",950,50,298,"M",50,"TAS","Urban","Tablet_Android","App","Monthly",26,"6:00 AM - 12:00 PM",10,5,4,"BNPL","Y",7,0
"CXAUQ_703",550,129,340,"F",36,"NSW","Urban","Phone_iOS","Browser","Daily",42,"12:00 PM - 6:00 PM",1,1,4,"BNPL","N",0,0
"CXAUQ_2599",1000,275,40,"M",54,"NSW","Urban","Tablet_Android","App","Daily",38,"6:00 PM - 12:00 AM",6,4,4,"BNPL","Y",21,0
"CXAUQ_1545",40,221,428,"M",24,"VIC","Urban","Phone_iOS","Browser","Weekly",34,"6:00 PM - 12:00 AM",4,1,1,"BNPL","N",0,0
"CXAUQ_2738",40,50,63,"F",23,"NSW","Urban","Tablet_iOS","App","Weekly",35,"6:00 PM - 12:00 AM",1,3,3,"eWallet","Y",2,0
"CXAUQ_1934",250,170,494,"M",40,"VIC","Urban","Phone_iOS","App","Daily",14,"6:00 AM - 12:00 PM",5,2,2,"BNPL","Y",2,0
"CXAUQ_2189",600,50,40,"F",42,"WA","Rural","Tablet_iOS","App","Weekly",17,"6:00 AM - 12:00 PM",4,3,4,"eWallet","Y",14,0
"CXAUQ_626",40,225,438,"M",37,"NSW","Urban","Phone_Android","App","Daily",52,"12:00 PM - 6:00 PM",2,2,3,"eWallet","Y",26,0
"CXAUQ_375",600,147,0,"M",45,"WA","Urban","Phone_iOS","App","Monthly",54,"12:00 PM - 6:00 PM",14,4,4,"BNPL","Y",24,0
"CXAUQ_1754",40,179,205,"F",22,"ACT","Urban","Phone_Android","App","Monthly",37,"6:00 PM - 12:00 AM",1,1,1,"BNPL","Y",19,0
"CXAUQ_2196",40,50,40,"M",37,"VIC","Urban","Tablet_iOS","Browser","Monthly",38,"6:00 AM - 12:00 PM",3,2,3,"eWallet","N",0,0
"CXAUQ_166",40,111,278,"M",31,"NSW","Rural","Phone_iOS","App","Daily",16,"12:00 PM - 6:00 PM",4,1,3,"BNPL","Y",20,0
"CXAUQ_1460",1300,230,40,"F",47,"NSW","Urban","Phone_Android","App","Weekly",13,"6:00 PM - 12:00 AM",3,4,4,"eWallet","Y",10,0
"CXAUQ_1859",40,163,388,"M",37,"NT","Rural","Phone_iOS","App","Weekly",6,"6:00 AM - 12:00 PM",3,2,3,"BNPL","Y",19,0
"CXAUQ_651",40,155,155,"F",23,"WA","Urban","Tablet_Android","App","Monthly",32,"12:00 PM - 6:00 PM",6,4,3,"Card","Y",29,0
"CXAUQ_2051",1550,292,387,"M",53,"QLD","Urban","Phone_Android","Browser","Monthly",51,"6:00 AM - 12:00 PM",4,4,4,"BNPL","N",0,0
"CXAUQ_963",40,138,69,"M",24,"WA","Rural","Tablet_iOS","Browser","Weekly",5,"12:00 AM - 6:00 AM",3,2,2,"BNPL","N",0,0
"CXAUQ_2331",40,54,360,"M",31,"QLD","Rural","Phone_Android","Browser","Monthly",39,"6:00 AM - 12:00 PM",4,2,2,"BNPL","N",0,0
"CXAUQ_2312",200,66,308,"M",23,"NSW","Rural","Tablet_Android","Browser","Daily",9,"6:00 AM - 12:00 PM",3,1,3,"BNPL","N",0,0
"CXAUQ_974",550,230,345,"M",44,"NT","Rural","Phone_iOS","Browser","Monthly",22,"12:00 AM - 6:00 AM",9,3,4,"BNPL","N",0,0
"CXAUQ_2184",1450,193,490,"M",59,"SA","Urban","Phone_Android","App","Weekly",59,"6:00 AM - 12:00 PM",6,4,4,"BNPL","Y",25,8
"CXAUQ_2219",350,64,55,"M",38,"VIC","Urban","Tablet_iOS","Browser","Weekly",23,"6:00 AM - 12:00 PM",1,2,3,"eWallet","N",0,0
"CXAUQ_1277",500,87,40,"F",41,"QLD","Urban","Phone_iOS","Browser","Weekly",13,"6:00 PM - 12:00 AM",1,3,4,"eWallet","N",0,0
"CXAUQ_1604",40,50,336,"M",58,"NSW","Urban","Phone_Android","Browser","Daily",46,"6:00 PM - 12:00 AM",1,1,1,"BNPL","N",0,0
"CXAUQ_1904",40,115,473,"F",54,"VIC","Urban","Tablet_iOS","App","Daily",56,"6:00 AM - 12:00 PM",2,4,2,"BNPL","Y",27,0
"CXAUQ_710",750,245,498,"M",30,"NSW","Urban","Phone_iOS","Browser","Daily",4,"12:00 PM - 6:00 PM",5,3,4,"Card","N",0,0
"CXAUQ_1731",40,106,214,"M",33,"ACT","Rural","Phone_Android","Browser","Weekly",30,"6:00 PM - 12:00 AM",2,4,3,"BNPL","N",0,0
"CXAUQ_2114",40,213,486,"F",24,"WA","Rural","Tablet_iOS","Browser","Daily",47,"6:00 AM - 12:00 PM",4,1,3,"BNPL","N",0,0
"CXAUQ_2833",40,207,122,"M",23,"NSW","Urban","Phone_Android","App","Daily",32,"6:00 PM - 12:00 AM",5,1,3,"eWallet","Y",30,0
"CXAUQ_1434",40,231,113,"M",24,"QLD","Urban","Tablet_iOS","App","Daily",60,"6:00 PM - 12:00 AM",1,1,3,"eWallet","Y",8,0
"CXAUQ_2477",40,65,413,"F",53,"ACT","Rural","Phone_iOS","Browser","Weekly",14,"6:00 PM - 12:00 AM",1,3,4,"eWallet","N",0,0
"CXAUQ_419",40,204,0,"M",29,"NSW","Urban","Phone_iOS","App","Daily",12,"12:00 PM - 6:00 PM",4,2,3,"eWallet","Y",2,0
"CXAUQ_1953",600,109,40,"F",56,"TAS","Urban","Tablet_iOS","App","Monthly",43,"6:00 AM - 12:00 PM",6,3,4,"eWallet","Y",29,8
"CXAUQ_1812",1050,295,341,"M",57,"TAS","Rural","Tablet_Android","App","Monthly",25,"6:00 AM - 12:00 PM",7,5,4,"BNPL","Y",25,0
"CXAUQ_2525",40,90,271,"M",38,"VIC","Rural","Phone_iOS","App","Weekly",5,"6:00 PM - 12:00 AM",1,2,4,"eWallet","Y",22,8
"CXAUQ_2747",40,92,385,"F",35,"NSW","Urban","Tablet_Android","Browser","Daily",60,"6:00 PM - 12:00 AM",5,1,3,"eWallet","N",0,0
"CXAUQ_1960",900,160,406,"F",52,"NSW","Rural","Tablet_Android","Browser","Monthly",22,"6:00 AM - 12:00 PM",2,4,4,"BNPL","N",0,0
"CXAUQ_1631",40,252,307,"M",30,"NSW","Urban","Tablet_Android","Browser","Daily",15,"6:00 PM - 12:00 AM",1,5,1,"BNPL","N",0,0
"CXAUQ_356",40,170,0,"M",24,"NSW","Rural","Phone_iOS","App","Daily",12,"12:00 PM - 6:00 PM",3,2,4,"eWallet","Y",9,1
"CXAUQ_1240",40,293,72,"F",38,"SA","Urban","Phone_Android","Browser","Monthly",57,"12:00 AM - 6:00 AM",4,4,3,"eWallet","N",0,0
"CXAUQ_925",450,169,310,"M",40,"NSW","Urban","Tablet_iOS","Browser","Daily",31,"12:00 AM - 6:00 AM",2,1,4,"BNPL","N",0,0
"CXAUQ_2132",40,97,451,"M",35,"NSW","Urban","Tablet_iOS","App","Weekly",2,"6:00 AM - 12:00 PM",1,1,2,"BNPL","Y",3,0
"CXAUQ_2401",1300,194,140,"F",47,"NSW","Urban","Tablet_iOS","App","Weekly",53,"6:00 AM - 12:00 PM",7,4,4,"eWallet","Y",19,5
"CXAUQ_270",40,236,41,"M",44,"NSW","Urban","Tablet_iOS","Browser","Daily",40,"12:00 PM - 6:00 PM",4,3,3,"eWallet","N",0,0
"CXAUQ_1671",40,230,40,"F",31,"NT","Rural","Phone_iOS","App","Monthly",19,"6:00 PM - 12:00 AM",1,4,4,"eWallet","Y",4,7
"CXAUQ_55",40,168,168,"F",26,"VIC","Rural","Phone_iOS","Browser","Daily",29,"12:00 PM - 6:00 PM",4,2,4,"eWallet","N",0,0
"CXAUQ_2121",40,50,45,"M",60,"NSW","Urban","Phone_iOS","App","Daily",34,"6:00 AM - 12:00 PM",1,3,3,"eWallet","Y",26,0
"CXAUQ_1134",500,88,250,"F",26,"NSW","Rural","Phone_iOS","App","Daily",27,"12:00 AM - 6:00 AM",4,3,4,"BNPL","Y",14,0
"CXAUQ_527",1600,203,0,"F",41,"QLD","Urban","Phone_Android","Browser","Monthly",7,"12:00 PM - 6:00 PM",8,5,4,"BNPL","N",0,0
"CXAUQ_1233",700,182,75,"M",54,"NSW","Urban","Tablet_iOS","App","Daily",4,"12:00 AM - 6:00 AM",8,4,4,"eWallet","Y",27,0
"CXAUQ_2410",1300,186,397,"F",51,"WA","Urban","Tablet_iOS","Browser","Monthly",24,"6:00 AM - 12:00 PM",1,5,4,"BNPL","N",0,0
"CXAUQ_91",40,110,55,"F",25,"NSW","Rural","Phone_iOS","Browser","Weekly",45,"12:00 PM - 6:00 PM",1,3,4,"eWallet","N",0,0
"CXAUQ_1449",40,50,40,"M",30,"TAS","Rural","Tablet_iOS","App","Weekly",40,"6:00 PM - 12:00 AM",1,2,4,"eWallet","Y",13,0
"CXAUQ_1001",40,150,111,"F",25,"NSW","Rural","Tablet_iOS","Browser","Weekly",43,"12:00 AM - 6:00 AM",4,1,4,"eWallet","N",0,0
"CXAUQ_878",1200,50,0,"M",58,"ACT","Rural","Tablet_Android","Browser","Weekly",5,"12:00 AM - 6:00 AM",1,5,4,"eWallet","N",0,0
"CXAUQ_999",40,102,51,"M",64,"NSW","Rural","Tablet_iOS","Browser","Daily",22,"12:00 AM - 6:00 AM",1,1,2,"BNPL","N",0,0
"CXAUQ_1145",40,114,202,"M",38,"NSW","Urban","Phone_iOS","Browser","Monthly",53,"12:00 AM - 6:00 AM",6,2,1,"BNPL","N",0,0
"CXAUQ_1518",40,218,452,"M",29,"NSW","Urban","Phone_iOS","App","Daily",56,"6:00 PM - 12:00 AM",1,2,2,"BNPL","Y",26,0
"CXAUQ_1614",1000,170,336,"M",49,"NSW","Urban","Phone_iOS","App","Daily",18,"6:00 PM - 12:00 AM",2,4,4,"BNPL","Y",4,0
"CXAUQ_673",700,87,394,"M",36,"NSW","Rural","Phone_iOS","Browser","Daily",34,"12:00 PM - 6:00 PM",4,2,4,"Card","N",0,0
"CXAUQ_2143",40,50,40,"F",47,"VIC","Urban","Phone_iOS","App","Weekly",26,"6:00 AM - 12:00 PM",1,1,3,"eWallet","Y",3,0
"CXAUQ_115",40,161,245,"F",34,"NSW","Urban","Phone_iOS","Browser","Daily",48,"12:00 PM - 6:00 PM",1,2,1,"BNPL","N",0,0
"CXAUQ_2517",40,85,291,"F",43,"SA","Urban","Phone_iOS","App","Daily",11,"6:00 PM - 12:00 AM",1,1,3,"eWallet","Y",5,0
"CXAUQ_2181",1300,232,354,"F",46,"NSW","Urban","Tablet_Android","App","Daily",35,"6:00 AM - 12:00 PM",6,5,4,"BNPL","Y",19,0
"CXAUQ_2494",40,110,251,"F",41,"VIC","Urban","Phone_iOS","App","Monthly",48,"6:00 PM - 12:00 AM",3,1,3,"eWallet","Y",17,0
"CXAUQ_2153",40,247,201,"M",35,"NSW","Urban","Phone_iOS","App","Daily",41,"6:00 AM - 12:00 PM",2,3,2,"BNPL","Y",11,0
"CXAUQ_1957",800,96,207,"M",50,"VIC","Urban","Tablet_Android","Browser","Monthly",45,"6:00 AM - 12:00 PM",3,5,4,"BNPL","N",0,0
"CXAUQ_2111",40,166,40,"M",43,"NSW","Rural","Phone_iOS","Browser","Daily",39,"6:00 AM - 12:00 PM",5,2,4,"eWallet","N",0,0
"CXAUQ_2148",1000,208,480,"M",46,"NSW","Urban","Tablet_Android","Browser","Daily",59,"6:00 AM - 12:00 PM",6,4,4,"BNPL","N",0,0
"CXAUQ_1371",250,60,292,"M",37,"NSW","Urban","Tablet_iOS","App","Daily",58,"6:00 PM - 12:00 AM",2,2,2,"BNPL","Y",19,8
"CXAUQ_1156",40,50,40,"M",31,"VIC","Rural","Phone_iOS","Browser","Weekly",33,"12:00 AM - 6:00 AM",1,2,4,"eWallet","N",0,0
"CXAUQ_613",40,193,472,"M",34,"NT","Urban","Phone_iOS","Browser","Weekly",20,"12:00 PM - 6:00 PM",2,2,3,"eWallet","N",0,0
"CXAUQ_1255",40,120,402,"M",30,"WA","Urban","Phone_Android","Browser","Weekly",6,"12:00 AM - 6:00 AM",3,3,2,"BNPL","N",0,0
"CXAUQ_1925",40,50,262,"M",24,"SA","Urban","Phone_iOS","Browser","Weekly",22,"6:00 AM - 12:00 PM",1,2,2,"BNPL","N",0,0
"CXAUQ_2637",40,158,40,"M",24,"NSW","Urban","Tablet_iOS","Browser","Daily",55,"6:00 PM - 12:00 AM",6,1,3,"eWallet","N",0,0
"CXAUQ_540",1500,50,0,"F",51,"NSW","Rural","Phone_Android","Browser","Monthly",24,"12:00 PM - 6:00 PM",2,5,4,"BNPL","N",0,0
"CXAUQ_1458",40,118,423,"F",34,"QLD","Urban","Tablet_iOS","App","Weekly",26,"6:00 PM - 12:00 AM",6,1,2,"BNPL","Y",22,0
"CXAUQ_566",40,50,409,"F",39,"VIC","Urban","Tablet_Android","Browser","Monthly",55,"12:00 PM - 6:00 PM",4,1,3,"eWallet","N",0,0
"CXAUQ_2222",40,111,353,"F",22,"VIC","Rural","Tablet_iOS","Browser","Weekly",25,"6:00 AM - 12:00 PM",1,2,2,"BNPL","N",0,0
"CXAUQ_192",300,143,40,"F",37,"NT","Urban","Tablet_iOS","App","Weekly",32,"12:00 PM - 6:00 PM",1,1,3,"eWallet","Y",2,0
"CXAUQ_2800",1600,50,226,"F",52,"QLD","Rural","Tablet_Android","Browser","Weekly",29,"6:00 PM - 12:00 AM",13,5,4,"BNPL","N",0,0
"CXAUQ_2054",40,50,271,"M",31,"VIC","Rural","Phone_iOS","App","Monthly",8,"6:00 AM - 12:00 PM",3,1,3,"BNPL","Y",25,0
"CXAUQ_1735",40,76,121,"M",50,"NSW","Urban","Phone_Android","Browser","Daily",38,"6:00 PM - 12:00 AM",1,4,3,"eWallet","N",0,0
"CXAUQ_1131",1200,224,254,"F",58,"NSW","Urban","Tablet_iOS","Browser","Daily",4,"12:00 AM - 6:00 AM",2,4,4,"BNPL","N",0,0
"CXAUQ_771",40,82,41,"F",47,"NSW","Urban","Phone_Android","Browser","Daily",53,"12:00 PM - 6:00 PM",1,4,1,"BNPL","N",0,0
"CXAUQ_1081",500,94,195,"M",27,"VIC","Urban","Tablet_iOS","Browser","Weekly",29,"12:00 AM - 6:00 AM",5,1,4,"eWallet","N",0,0
"CXAUQ_1245",500,50,336,"M",27,"TAS","Urban","Phone_Android","Browser","Weekly",12,"12:00 AM - 6:00 AM",5,2,4,"BNPL","N",0,0
"CXAUQ_2752",700,278,434,"M",45,"VIC","Urban","Tablet_iOS","Browser","Monthly",35,"6:00 PM - 12:00 AM",13,3,4,"BNPL","N",0,0
"CXAUQ_1407",40,169,393,"M",26,"ACT","Urban","Phone_iOS","Browser","Daily",40,"6:00 PM - 12:00 AM",4,1,1,"BNPL","N",0,0
"CXAUQ_299",40,50,0,"F",34,"ACT","Urban","Phone_iOS","Browser","Weekly",25,"12:00 PM - 6:00 PM",5,1,3,"eWallet","N",0,0
"CXAUQ_2059",40,232,318,"F",26,"NSW","Urban","Phone_iOS","App","Daily",14,"6:00 AM - 12:00 PM",2,1,2,"BNPL","Y",24,0
"CXAUQ_2419",40,117,72,"F",39,"NSW","Rural","Phone_iOS","Browser","Daily",56,"6:00 AM - 12:00 PM",2,4,4,"eWallet","N",0,0
"CXAUQ_69",350,210,253,"F",52,"VIC","Urban","Tablet_iOS","Browser","Monthly",0,"12:00 PM - 6:00 PM",6,3,3,"Card","N",0,0
"CXAUQ_532",1100,209,0,"M",43,"QLD","Urban","Phone_Android","Browser","Monthly",33,"12:00 PM - 6:00 PM",8,5,4,"BNPL","N",0,0
"CXAUQ_1968",40,277,448,"F",29,"NSW","Urban","Phone_iOS","Browser","Daily",54,"6:00 AM - 12:00 PM",4,1,1,"BNPL","N",0,0
"CXAUQ_1289",40,50,44,"F",51,"NT","Rural","Phone_iOS","App","Weekly",2,"6:00 PM - 12:00 AM",1,4,4,"eWallet","Y",10,0
"CXAUQ_2296",1400,154,264,"F",47,"VIC","Urban","Phone_Android","Browser","Weekly",56,"6:00 AM - 12:00 PM",10,4,4,"BNPL","N",0,0
"CXAUQ_2736",600,69,311,"F",36,"WA","Urban","Phone_Android","Browser","Weekly",30,"6:00 PM - 12:00 AM",6,5,4,"BNPL","N",0,0
"CXAUQ_1560",1300,196,382,"M",47,"NSW","Urban","Phone_Android","App","Daily",53,"6:00 PM - 12:00 AM",6,5,4,"BNPL","Y",22,0
"CXAUQ_1201",950,52,263,"M",49,"VIC","Urban","Tablet_Android","Browser","Weekly",43,"12:00 AM - 6:00 AM",5,3,4,"BNPL","N",0,0
"CXAUQ_488",40,76,0,"M",30,"VIC","Rural","Phone_iOS","App","Daily",44,"12:00 PM - 6:00 PM",1,3,4,"eWallet","Y",28,0
"CXAUQ_2100",550,160,40,"M",38,"SA","Urban","Tablet_iOS","Browser","Monthly",7,"6:00 AM - 12:00 PM",5,3,4,"eWallet","N",0,0
"CXAUQ_317",900,174,0,"M",53,"NSW","Rural","Tablet_Android","Browser","Daily",33,"12:00 PM - 6:00 PM",11,4,4,"BNPL","N",0,0
"CXAUQ_1262",350,188,63,"M",34,"SA","Urban","Phone_Android","Browser","Weekly",8,"12:00 AM - 6:00 AM",6,3,3,"eWallet","N",0,0
"CXAUQ_1016",217,40,191,"F",61,"NSW","Urban","Tablet_Android","Browser","Daily",28,"12:00 AM - 6:00 AM",5,5,3,"Card","N",0,0
"CXAUQ_240",1700,179,40,"M",53,"ACT","Urban","Tablet_Android","App","Monthly",38,"12:00 PM - 6:00 PM",6,5,4,"eWallet","Y",14,0
"CXAUQ_276",40,50,314,"F",43,"QLD","Rural","Tablet_iOS","Browser","Weekly",3,"12:00 PM - 6:00 PM",6,2,4,"eWallet","N",0,0
"CXAUQ_611",600,50,320,"F",37,"NSW","Rural","Tablet_iOS","Browser","Daily",19,"12:00 PM - 6:00 PM",3,2,4,"BNPL","N",0,0
