"C_ID","C_EquipmentSpend","C_ApparelSpend","C_FootwearSpend","C_Gender","C_Age","C_State","C_Area","C_DeviceType","C_ShoppingCart","C_EmailAd","C_ShoppingDuration","C_TimeOfShopping","C_Number_of_Orders","C_Reviews","C_OrderToDelivery","C_Payment","App_Discounts","App_Tenure","App_Referral"
"CXAUQ_500",850,231,0,"F",41,"ACT","Urban","Phone_iOS","Browser","Monthly",2,"12:00 PM - 6:00 PM",9,4,4,"BNPL","N",0,0
"CXAUQ_1392",1200,253,293,"M",56,"NSW","Urban","Phone_Android","App","Daily",30,"6:00 PM - 12:00 AM",6,5,4,"BNPL","Y",15,0
"CXAUQ_2085",1300,188,331,"F",56,"NSW","Urban","Phone_Android","App","Weekly",24,"6:00 AM - 12:00 PM",1,5,4,"BNPL","Y",27,0
"CXAUQ_246",40,146,111,"F",34,"TAS","Urban","Tablet_iOS","Browser","Daily",5,"12:00 PM - 6:00 PM",3,2,3,"eWallet","N",0,0
"CXAUQ_1778",40,128,347,"M",24,"NSW","Urban","Phone_Android","Browser","Daily",24,"6:00 PM - 12:00 AM",5,3,1,"BNPL","N",0,0
"CXAUQ_2431",750,110,476,"F",47,"NSW","Urban","Tablet_iOS","Browser","Monthly",20,"6:00 AM - 12:00 PM",4,4,4,"BNPL","N",0,0
"CXAUQ_2495",1550,171,386,"M",58,"QLD","Rural","Tablet_Android","Browser","Weekly",22,"6:00 PM - 12:00 AM",14,4,4,"BNPL","N",0,0
"CXAUQ_1269",500,72,359,"M",31,"QLD","Urban","Phone_iOS","App","Weekly",46,"12:00 AM - 6:00 AM",6,3,4,"BNPL","Y",23,0
"CXAUQ_1426",300,119,40,"F",38,"NSW","Urban","Phone_iOS","App","Daily",7,"6:00 PM - 12:00 AM",5,1,3,"eWallet","Y",17,2
"CXAUQ_1888",40,217,325,"M",24,"VIC","Rural","Phone_iOS","App","Daily",20,"6:00 AM - 12:00 PM",3,1,2,"BNPL","Y",25,0
"CXAUQ_2007",600,82,136,"F",43,"QLD","Urban","Phone_iOS","Browser","Weekly",21,"6:00 AM - 12:00 PM",1,3,4,"eWallet","N",0,0
"CXAUQ_1824",40,128,270,"F",24,"VIC","Urban","Phone_iOS","Browser","Weekly",6,"6:00 AM - 12:00 PM",2,1,1,"BNPL","N",0,0
"CXAUQ_1264",1100,228,363,"F",42,"ACT","Rural","Tablet_iOS","App","Weekly",55,"12:00 AM - 6:00 AM",11,4,4,"BNPL","Y",9,0
"CXAUQ_2440",40,70,40,"M",21,"NSW","Urban","Phone_Android","App","Daily",55,"6:00 AM - 12:00 PM",1,1,3,"eWallet","Y",24,0
"CXAUQ_2821",1200,235,143,"F",48,"NSW","Urban","Tablet_Android","App","Daily",33,"6:00 PM - 12:00 AM",2,4,4,"BNPL","Y",25,0
"CXAUQ_2498",40,147,315,"M",23,"NSW","Rural","Phone_iOS","App","Daily",15,"6:00 PM - 12:00 AM",2,3,4,"eWallet","Y",6,0
"CXAUQ_1507",40,50,374,"F",45,"VIC","Urban","Tablet_iOS","Browser","Weekly",36,"6:00 PM - 12:00 AM",4,2,2,"BNPL","N",0,0
"CXAUQ_341",40,233,0,"M",28,"VIC","Urban","Tablet_iOS","App","Daily",54,"12:00 PM - 6:00 PM",5,2,3,"eWallet","Y",29,0
"CXAUQ_2706",40,51,40,"F",47,"NT","Urban","Tablet_Android","Browser","Weekly",4,"6:00 PM - 12:00 AM",1,3,3,"eWallet","N",0,0
"CXAUQ_1726",750,50,106,"M",44,"WA","Urban","Tablet_Android","App","Weekly",24,"6:00 PM - 12:00 AM",13,3,4,"eWallet","Y",9,0
"CXAUQ_2388",1400,88,317,"M",55,"ACT","Urban","Tablet_Android","App","Weekly",33,"6:00 AM - 12:00 PM",5,3,4,"BNPL","Y",30,0
"CXAUQ_1071",40,167,137,"M",24,"QLD","Urban","Tablet_Android","Browser","Monthly",0,"12:00 AM - 6:00 AM",3,1,3,"eWallet","N",0,0
"CXAUQ_748",40,245,123,"M",22,"SA","Urban","Phone_Android","Browser","Weekly",17,"12:00 PM - 6:00 PM",5,1,3,"eWallet","N",0,0
"CXAUQ_800",550,266,329,"M",55,"WA","Urban","Tablet_Android","Browser","Monthly",51,"12:00 AM - 6:00 AM",12,4,4,"BNPL","N",0,0
"CXAUQ_1751",1300,50,40,"M",52,"SA","Rural","Tablet_Android","Browser","Monthly",24,"6:00 PM - 12:00 AM",11,3,4,"eWallet","N",0,0
"CXAUQ_30",40,135,0,"M",24,"VIC","Urban","Phone_iOS","Browser","Daily",33,"12:00 PM - 6:00 PM",2,1,3,"eWallet","N",0,0
"CXAUQ_1620",40,276,49,"F",20,"WA","Rural","Phone_Android","App","Monthly",28,"6:00 PM - 12:00 AM",3,1,4,"eWallet","Y",6,0
"CXAUQ_523",250,50,147,"F",22,"WA","Rural","Phone_iOS","App","Weekly",30,"12:00 PM - 6:00 PM",4,1,4,"Card","Y",15,0
"CXAUQ_700",40,258,129,"F",21,"WA","Rural","Phone_iOS","Browser","Monthly",23,"12:00 PM - 6:00 PM",2,2,2,"BNPL","N",0,0
"CXAUQ_725",40,50,347,"F",36,"QLD","Urban","Phone_iOS","App","Monthly",57,"12:00 PM - 6:00 PM",2,1,1,"BNPL","Y",5,0
"CXAUQ_66",300,136,218,"F",28,"WA","Urban","Phone_iOS","Browser","Weekly",16,"12:00 PM - 6:00 PM",4,1,3,"Card","N",0,0
"CXAUQ_674",850,202,0,"F",48,"NSW","Rural","Tablet_Android","Browser","Daily",43,"12:00 PM - 6:00 PM",12,4,4,"BNPL","N",0,0
"CXAUQ_353",600,151,0,"F",45,"ACT","Urban","Phone_iOS","App","Monthly",54,"12:00 PM - 6:00 PM",5,1,4,"BNPL","Y",25,0
"CXAUQ_158",40,50,469,"F",40,"NSW","Rural","Phone_iOS","Browser","Daily",32,"12:00 PM - 6:00 PM",1,1,3,"BNPL","N",0,0
"CXAUQ_1597",40,50,157,"M",24,"NSW","Urban","Tablet_Android","App","Monthly",44,"6:00 PM - 12:00 AM",5,4,3,"eWallet","Y",23,0
"CXAUQ_1635",1300,194,271,"F",58,"NSW","Rural","Phone_Android","Browser","Daily",40,"6:00 PM - 12:00 AM",1,4,4,"BNPL","N",0,0
"CXAUQ_1154",40,50,204,"F",22,"NSW","Rural","Phone_iOS","Browser","Daily",32,"12:00 AM - 6:00 AM",1,1,2,"BNPL","N",0,0
"CXAUQ_2845",40,50,0,"M",53,"VIC","Urban","Phone_Android","App","Daily",14,"6:00 PM - 12:00 AM",1,4,3,"eWallet","Y",5,0
"CXAUQ_1371",250,60,292,"M",37,"NSW","Urban","Tablet_iOS","App","Daily",58,"6:00 PM - 12:00 AM",2,2,2,"BNPL","Y",19,8
"CXAUQ_932",40,50,40,"M",26,"WA","Rural","Phone_iOS","Browser","Weekly",19,"12:00 AM - 6:00 AM",1,2,4,"Card","N",0,0
"CXAUQ_2376",1200,130,490,"M",42,"TAS","Rural","Tablet_Android","Browser","Weekly",12,"6:00 AM - 12:00 PM",12,4,4,"BNPL","N",0,0
"CXAUQ_1113",40,233,70,"M",20,"WA","Urban","Phone_Android","App","Weekly",29,"12:00 AM - 6:00 AM",1,3,3,"eWallet","Y",19,8
"CXAUQ_189",40,50,40,"M",30,"VIC","Rural","Phone_iOS","Browser","Weekly",24,"12:00 PM - 6:00 PM",1,1,4,"eWallet","N",0,0
"CXAUQ_1660",1200,189,491,"M",44,"NSW","Urban","Phone_Android","App","Daily",26,"6:00 PM - 12:00 AM",13,2,4,"BNPL","Y",28,0
"CXAUQ_1272",950,233,115,"F",59,"WA","Urban","Tablet_Android","Browser","Monthly",55,"6:00 PM - 12:00 AM",10,5,4,"eWallet","N",0,0
"CXAUQ_2855",600,136,0,"M",39,"VIC","Urban","Phone_iOS","Browser","Monthly",25,"6:00 PM - 12:00 AM",2,3,4,"BNPL","N",0,0
"CXAUQ_146",1050,60,280,"M",58,"QLD","Rural","Tablet_Android","App","Monthly",35,"12:00 PM - 6:00 PM",7,5,4,"BNPL","Y",8,0
"CXAUQ_2539",1100,233,442,"M",54,"NSW","Urban","Tablet_Android","Browser","Daily",49,"6:00 PM - 12:00 AM",7,5,4,"BNPL","N",0,0
"CXAUQ_570",800,173,499,"M",47,"TAS","Rural","Phone_Android","Browser","Weekly",52,"12:00 PM - 6:00 PM",14,5,4,"BNPL","N",0,0
"CXAUQ_93",40,125,63,"M",25,"VIC","Rural","Phone_iOS","App","Daily",2,"12:00 PM - 6:00 PM",3,1,4,"Card","Y",27,5
"CXAUQ_1808",40,176,428,"F",50,"WA","Urban","Tablet_Android","App","Monthly",34,"6:00 AM - 12:00 PM",1,5,2,"BNPL","Y",26,0
"CXAUQ_1059",132,198,125,"M",61,"VIC","Urban","Tablet_Android","Browser","Monthly",37,"12:00 PM - 6:00 PM",3,2,1,"BNPL","N",0,0
"CXAUQ_1003",1250,155,322,"M",50,"SA","Urban","Phone_Android","App","Monthly",39,"12:00 AM - 6:00 AM",9,4,4,"BNPL","Y",20,0
"CXAUQ_1059",40,249,193,"F",22,"NSW","Urban","Phone_iOS","Browser","Daily",30,"12:00 AM - 6:00 AM",4,1,3,"eWallet","N",0,0
"CXAUQ_1996",1000,125,483,"M",57,"NSW","Urban","Tablet_Android","Browser","Daily",55,"6:00 AM - 12:00 PM",11,5,4,"BNPL","N",0,0
"CXAUQ_2713",1700,131,376,"M",56,"NSW","Rural","Phone_Android","Browser","Daily",54,"6:00 PM - 12:00 AM",3,2,4,"BNPL","N",0,0
"CXAUQ_2338",1250,224,40,"F",53,"TAS","Urban","Tablet_Android","App","Monthly",44,"6:00 AM - 12:00 PM",3,3,4,"eWallet","Y",29,0
"CXAUQ_540",1500,50,0,"F",51,"NSW","Rural","Phone_Android","Browser","Monthly",24,"12:00 PM - 6:00 PM",2,5,4,"BNPL","N",0,0
"CXAUQ_591",850,290,473,"F",52,"VIC","Urban","Phone_Android","Browser","Weekly",14,"12:00 PM - 6:00 PM",9,5,4,"BNPL","N",0,0
"CXAUQ_1434",40,231,113,"M",24,"QLD","Urban","Tablet_iOS","App","Daily",60,"6:00 PM - 12:00 AM",1,1,3,"eWallet","Y",8,0
"CXAUQ_2152",40,95,271,"M",44,"NSW","Urban","Phone_iOS","Browser","Daily",35,"6:00 AM - 12:00 PM",1,3,2,"BNPL","N",0,0
"CXAUQ_2411",1350,50,238,"M",48,"NSW","Rural","Tablet_iOS","App","Daily",45,"6:00 AM - 12:00 PM",3,5,4,"BNPL","Y",21,0
"CXAUQ_1292",40,50,65,"F",25,"VIC","Urban","Phone_iOS","App","Weekly",53,"6:00 PM - 12:00 AM",1,4,3,"eWallet","Y",16,8
"CXAUQ_1301",250,157,240,"M",24,"VIC","Rural","Phone_iOS","App","Weekly",54,"6:00 PM - 12:00 AM",5,2,2,"BNPL","Y",20,0
"CXAUQ_1447",40,143,139,"M",24,"VIC","Urban","Tablet_iOS","App","Weekly",22,"6:00 PM - 12:00 AM",2,2,3,"eWallet","Y",6,0
"CXAUQ_1000",1000,134,103,"F",56,"NSW","Urban","Phone_Android","App","Daily",45,"12:00 AM - 6:00 AM",6,5,4,"eWallet","Y",27,0
"CXAUQ_1657",1550,128,309,"M",57,"NSW","Rural","Phone_iOS","Browser","Daily",51,"6:00 PM - 12:00 AM",4,5,4,"BNPL","N",0,0
"CXAUQ_292",500,214,0,"F",29,"WA","Urban","Phone_iOS","Browser","Monthly",29,"12:00 PM - 6:00 PM",6,2,4,"Card","N",0,0
"CXAUQ_2069",40,174,277,"M",26,"NSW","Urban","Tablet_iOS","App","Daily",11,"6:00 AM - 12:00 PM",1,1,1,"BNPL","Y",17,0
"CXAUQ_1991",900,215,154,"M",48,"TAS","Urban","Tablet_Android","App","Weekly",32,"6:00 AM - 12:00 PM",11,5,4,"eWallet","Y",14,0
"CXAUQ_2731",950,50,153,"M",36,"SA","Urban","Tablet_Android","Browser","Weekly",25,"6:00 PM - 12:00 AM",1,2,4,"BNPL","N",0,0
"CXAUQ_202",40,277,40,"F",44,"QLD","Urban","Phone_iOS","Browser","Monthly",22,"12:00 PM - 6:00 PM",6,3,3,"eWallet","N",0,0
"CXAUQ_1035",264,42,119,"F",63,"VIC","Urban","Tablet_iOS","Browser","Daily",17,"12:00 PM - 6:00 PM",3,2,1,"BNPL","N",0,0
"CXAUQ_1480",40,80,308,"F",33,"QLD","Urban","Tablet_iOS","Browser","Monthly",3,"6:00 PM - 12:00 AM",2,2,1,"BNPL","N",0,0
"CXAUQ_1768",500,174,397,"M",26,"QLD","Rural","Phone_Android","Browser","Monthly",44,"6:00 PM - 12:00 AM",1,2,4,"BNPL","N",0,0
"CXAUQ_1430",40,143,211,"F",21,"NSW","Urban","Tablet_iOS","Browser","Daily",44,"6:00 PM - 12:00 AM",5,2,2,"BNPL","N",0,0
"CXAUQ_1268",40,64,311,"M",53,"NSW","Rural","Phone_Android","Browser","Daily",59,"12:00 AM - 6:00 AM",1,3,2,"BNPL","N",0,0
"CXAUQ_2420",650,50,495,"M",34,"NSW","Rural","Phone_iOS","App","Daily",20,"6:00 AM - 12:00 PM",4,3,4,"BNPL","Y",22,0
"CXAUQ_1105",40,88,72,"M",22,"VIC","Rural","Tablet_Android","Browser","Weekly",9,"12:00 AM - 6:00 AM",3,4,4,"eWallet","N",0,0
"CXAUQ_2013",40,110,493,"M",39,"QLD","Urban","Phone_iOS","Browser","Monthly",57,"6:00 AM - 12:00 PM",1,2,1,"BNPL","N",0,0
"CXAUQ_87",40,141,196,"F",44,"VIC","Urban","Phone_iOS","Browser","Daily",55,"12:00 PM - 6:00 PM",2,3,3,"eWallet","N",0,0
"CXAUQ_869",700,50,435,"M",57,"TAS","Urban","Tablet_iOS","Browser","Weekly",60,"12:00 AM - 6:00 AM",2,4,4,"BNPL","N",0,0
"CXAUQ_2330",1550,175,322,"M",58,"TAS","Urban","Tablet_Android","App","Monthly",49,"6:00 AM - 12:00 PM",2,5,4,"BNPL","Y",19,0
"CXAUQ_2359",40,50,189,"F",24,"VIC","Urban","Phone_iOS","Browser","Daily",35,"6:00 AM - 12:00 PM",1,1,3,"eWallet","N",0,0
"CXAUQ_69",350,210,253,"F",52,"VIC","Urban","Tablet_iOS","Browser","Monthly",0,"12:00 PM - 6:00 PM",6,3,3,"Card","N",0,0
"CXAUQ_2028",40,78,434,"M",45,"NT","Rural","Phone_iOS","App","Monthly",45,"6:00 AM - 12:00 PM",4,1,2,"BNPL","Y",11,0
"CXAUQ_186",1400,254,253,"F",53,"QLD","Urban","Tablet_Android","Browser","Monthly",7,"12:00 PM - 6:00 PM",6,5,4,"BNPL","N",0,0
"CXAUQ_1949",750,221,40,"F",60,"WA","Rural","Tablet_iOS","App","Weekly",53,"6:00 AM - 12:00 PM",2,3,4,"eWallet","Y",4,0
"CXAUQ_140",1100,158,73,"M",55,"VIC","Rural","Tablet_Android","Browser","Monthly",10,"12:00 PM - 6:00 PM",10,5,4,"eWallet","N",0,0
"CXAUQ_627",650,75,363,"M",28,"ACT","Urban","Tablet_Android","App","Monthly",22,"12:00 PM - 6:00 PM",5,4,4,"BNPL","Y",5,0
"CXAUQ_254",40,183,120,"M",37,"SA","Urban","Phone_iOS","App","Weekly",35,"12:00 PM - 6:00 PM",3,2,3,"eWallet","Y",9,0
"CXAUQ_2793",850,50,367,"F",40,"NSW","Urban","Tablet_iOS","App","Daily",0,"6:00 PM - 12:00 AM",9,5,4,"BNPL","Y",17,0
"CXAUQ_65",40,107,54,"M",21,"VIC","Urban","Phone_iOS","App","Daily",14,"12:00 PM - 6:00 PM",1,1,1,"BNPL","Y",9,0
"CXAUQ_2479",40,174,120,"M",45,"VIC","Urban","Phone_iOS","Browser","Monthly",15,"6:00 PM - 12:00 AM",3,1,3,"eWallet","N",0,0
"CXAUQ_1801",40,168,107,"M",43,"QLD","Urban","Phone_iOS","Browser","Weekly",39,"6:00 AM - 12:00 PM",14,3,3,"eWallet","N",0,0
"CXAUQ_1677",1400,264,138,"M",53,"NSW","Urban","Tablet_Android","App","Daily",29,"6:00 PM - 12:00 AM",2,4,4,"eWallet","Y",26,0
"CXAUQ_1044",91,136,68,"M",64,"WA","Urban","Tablet_iOS","Browser","Daily",27,"12:00 AM - 6:00 AM",3,2,2,"BNPL","N",0,0
"CXAUQ_2333",400,125,456,"M",29,"VIC","Urban","Phone_iOS","Browser","Weekly",55,"6:00 AM - 12:00 PM",2,1,2,"BNPL","N",0,0
"CXAUQ_1135",950,191,281,"M",49,"NSW","Urban","Tablet_Android","Browser","Daily",11,"12:00 AM - 6:00 AM",3,3,4,"BNPL","N",0,0
"CXAUQ_1002",40,50,458,"M",33,"SA","Urban","Phone_iOS","Browser","Weekly",48,"12:00 AM - 6:00 AM",3,1,1,"BNPL","N",0,0
"CXAUQ_2475",40,163,211,"F",51,"VIC","Rural","Phone_iOS","App","Monthly",41,"6:00 PM - 12:00 AM",9,4,4,"eWallet","Y",15,0
"CXAUQ_229",1300,242,269,"F",53,"NSW","Urban","Tablet_Android","App","Daily",6,"12:00 PM - 6:00 PM",7,4,4,"BNPL","Y",4,8
"CXAUQ_329",40,116,0,"F",22,"NSW","Urban","Phone_iOS","App","Daily",53,"12:00 PM - 6:00 PM",1,3,3,"eWallet","Y",24,0
"CXAUQ_1658",40,78,40,"M",36,"VIC","Rural","Tablet_Android","App","Monthly",54,"6:00 PM - 12:00 AM",3,3,4,"eWallet","Y",24,0
"CXAUQ_1732",450,191,245,"F",31,"VIC","Urban","Phone_iOS","Browser","Weekly",1,"6:00 PM - 12:00 AM",3,1,4,"BNPL","N",0,0
"CXAUQ_1300",40,82,74,"F",35,"VIC","Rural","Phone_iOS","Browser","Daily",43,"6:00 PM - 12:00 AM",1,2,4,"eWallet","N",0,0
"CXAUQ_99",350,126,238,"M",40,"VIC","Rural","Phone_iOS","App","Daily",35,"12:00 PM - 6:00 PM",1,1,4,"Card","Y",28,0
"CXAUQ_1849",1250,74,289,"F",59,"VIC","Urban","Tablet_iOS","App","Daily",30,"6:00 AM - 12:00 PM",1,4,4,"BNPL","Y",13,0
"CXAUQ_103",40,57,210,"M",31,"NT","Rural","Phone_iOS","Browser","Monthly",44,"12:00 PM - 6:00 PM",1,2,2,"BNPL","N",0,0
"CXAUQ_1168",500,260,120,"M",29,"TAS","Urban","Phone_iOS","App","Monthly",1,"12:00 AM - 6:00 AM",5,1,4,"eWallet","Y",23,0
"CXAUQ_1706",1400,243,203,"M",43,"NSW","Urban","Tablet_Android","Browser","Daily",15,"6:00 PM - 12:00 AM",11,5,4,"BNPL","N",0,0
"CXAUQ_2806",40,203,376,"M",38,"VIC","Urban","Tablet_iOS","Browser","Monthly",17,"6:00 PM - 12:00 AM",6,4,3,"eWallet","N",0,0
"CXAUQ_2752",700,278,434,"M",45,"VIC","Urban","Tablet_iOS","Browser","Monthly",35,"6:00 PM - 12:00 AM",13,3,4,"BNPL","N",0,0
"CXAUQ_1728",900,50,45,"M",49,"QLD","Rural","Tablet_Android","App","Weekly",58,"6:00 PM - 12:00 AM",13,3,4,"eWallet","Y",14,1
"CXAUQ_453",40,83,0,"F",47,"NSW","Urban","Tablet_iOS","App","Weekly",11,"12:00 PM - 6:00 PM",1,2,3,"eWallet","Y",17,0
"CXAUQ_2601",40,203,168,"F",37,"NSW","Urban","Tablet_iOS","Browser","Daily",60,"6:00 PM - 12:00 AM",6,1,3,"eWallet","N",0,0
"CXAUQ_998",40,81,41,"F",49,"WA","Urban","Tablet_iOS","App","Weekly",7,"12:00 AM - 6:00 AM",1,2,3,"Card","Y",19,0
"CXAUQ_1339",40,96,309,"M",43,"VIC","Urban","Phone_iOS","App","Daily",31,"6:00 PM - 12:00 AM",3,2,2,"BNPL","Y",19,0
"CXAUQ_26",40,214,199,"F",34,"VIC","Urban","Phone_iOS","App","Daily",8,"12:00 PM - 6:00 PM",6,3,3,"eWallet","Y",29,5
"CXAUQ_382",700,175,0,"M",44,"VIC","Urban","Tablet_iOS","App","Monthly",44,"12:00 PM - 6:00 PM",2,3,4,"BNPL","Y",12,0
"CXAUQ_2663",1450,126,154,"M",49,"NSW","Urban","Tablet_Android","Browser","Daily",37,"6:00 PM - 12:00 AM",2,5,4,"BNPL","N",0,0
"CXAUQ_2297",1000,267,273,"M",57,"VIC","Urban","Phone_Android","Browser","Monthly",38,"6:00 AM - 12:00 PM",13,5,4,"BNPL","N",0,0
"CXAUQ_1981",850,297,414,"F",40,"NSW","Urban","Tablet_iOS","App","Daily",38,"6:00 AM - 12:00 PM",11,4,4,"BNPL","Y",28,0
"CXAUQ_2170",250,50,491,"M",27,"NSW","Urban","Tablet_iOS","App","Daily",39,"6:00 AM - 12:00 PM",3,2,2,"BNPL","Y",29,0
"CXAUQ_1204",40,164,40,"F",28,"VIC","Urban","Phone_Android","App","Weekly",39,"12:00 AM - 6:00 AM",3,3,3,"eWallet","Y",20,8
"CXAUQ_1052",271,94,0,"M",64,"QLD","Rural","Tablet_iOS","Browser","Daily",49,"12:00 PM - 6:00 PM",3,2,4,"Card","N",0,0
"CXAUQ_616",1500,96,0,"M",53,"NSW","Urban","Phone_Android","App","Daily",46,"12:00 PM - 6:00 PM",1,5,4,"BNPL","Y",16,0
"CXAUQ_960",800,275,457,"M",58,"VIC","Rural","Tablet_Android","App","Weekly",41,"12:00 AM - 6:00 AM",8,5,4,"BNPL","Y",4,0
"CXAUQ_706",40,242,121,"M",20,"NT","Urban","Phone_iOS","App","Weekly",50,"12:00 PM - 6:00 PM",2,1,1,"BNPL","Y",14,0
"CXAUQ_2664",40,167,280,"F",31,"NSW","Urban","Phone_iOS","Browser","Daily",35,"6:00 PM - 12:00 AM",5,2,3,"eWallet","N",0,0
"CXAUQ_676",40,84,42,"M",40,"QLD","Urban","Phone_iOS","Browser","Weekly",5,"12:00 PM - 6:00 PM",1,4,3,"Card","N",0,0
"CXAUQ_2533",40,61,337,"M",60,"TAS","Urban","Phone_iOS","App","Daily",46,"6:00 PM - 12:00 AM",1,3,3,"eWallet","Y",22,0
"CXAUQ_1534",1450,168,289,"M",46,"SA","Rural","Phone_Android","Browser","Weekly",21,"6:00 PM - 12:00 AM",1,4,4,"BNPL","N",0,0
"CXAUQ_1133",1000,231,181,"M",48,"ACT","Urban","Tablet_Android","Browser","Weekly",15,"12:00 AM - 6:00 AM",14,4,4,"eWallet","N",0,0
"CXAUQ_1671",40,230,40,"F",31,"NT","Rural","Phone_iOS","App","Monthly",19,"6:00 PM - 12:00 AM",1,4,4,"eWallet","Y",4,7
"CXAUQ_1067",40,205,98,"F",20,"NSW","Urban","Tablet_iOS","App","Weekly",44,"12:00 AM - 6:00 AM",3,1,3,"eWallet","Y",15,5
"CXAUQ_1743",450,196,300,"M",38,"NSW","Rural","Phone_iOS","Browser","Daily",47,"6:00 PM - 12:00 AM",1,4,4,"BNPL","N",0,0
"CXAUQ_1116",750,228,230,"M",30,"VIC","Urban","Phone_Android","Browser","Weekly",60,"12:00 AM - 6:00 AM",1,5,4,"BNPL","N",0,0
"CXAUQ_1137",1200,196,40,"M",42,"NSW","Rural","Tablet_Android","App","Weekly",13,"12:00 AM - 6:00 AM",1,3,4,"eWallet","Y",3,0
"CXAUQ_268",40,50,112,"F",28,"ACT","Urban","Tablet_iOS","Browser","Weekly",54,"12:00 PM - 6:00 PM",1,3,3,"eWallet","N",0,0
"CXAUQ_2296",1400,154,264,"F",47,"VIC","Urban","Phone_Android","Browser","Weekly",56,"6:00 AM - 12:00 PM",10,4,4,"BNPL","N",0,0
"CXAUQ_593",500,120,310,"M",34,"ACT","Urban","Phone_iOS","Browser","Weekly",8,"12:00 PM - 6:00 PM",1,1,4,"Card","N",0,0
"CXAUQ_768",40,227,114,"F",21,"QLD","Rural","Phone_iOS","Browser","Weekly",37,"12:00 PM - 6:00 PM",4,2,4,"Card","N",0,0
"CXAUQ_2339",40,78,167,"M",28,"VIC","Rural","Phone_iOS","Browser","Weekly",10,"6:00 AM - 12:00 PM",5,1,4,"eWallet","N",0,0
"CXAUQ_2174",40,179,322,"F",24,"NT","Urban","Phone_iOS","App","Daily",13,"6:00 AM - 12:00 PM",5,1,2,"BNPL","Y",11,0
