"C_ID","C_EquipmentSpend","C_ApparelSpend","C_FootwearSpend","C_Gender","C_Age","C_State","C_Area","C_DeviceType","C_ShoppingCart","C_EmailAd","C_ShoppingDuration","C_TimeOfShopping","C_Number_of_Orders","C_Reviews","C_OrderToDelivery","C_Payment","App_Discounts","App_Tenure","App_Referral"
"CXAUQ_2092",40,200,165,"F",26,"NT","Urban","Tablet_iOS","Browser","Weekly",11,"6:00 AM - 12:00 PM",6,1,3,"eWallet","N",0,0
"CXAUQ_1910",900,278,479,"F",53,"VIC","Urban","Tablet_iOS","Browser","Monthly",38,"6:00 AM - 12:00 PM",2,3,4,"BNPL","N",0,0
"CXAUQ_865",40,182,491,"M",55,"ACT","Urban","Tablet_Android","App","Monthly",58,"12:00 AM - 6:00 AM",3,4,3,"Card","Y",28,8
"CXAUQ_1001",289,151,75,"M",63,"NSW","Rural","Tablet_iOS","App","Weekly",57,"12:00 AM - 6:00 AM",1,1,4,"Card","Y",18,0
"CXAUQ_1821",700,177,486,"F",40,"VIC","Urban","Phone_iOS","App","Daily",13,"6:00 AM - 12:00 PM",2,2,4,"BNPL","Y",26,0
"CXAUQ_1009",145,41,120,"M",65,"VIC","Urban","Tablet_iOS","Browser","Daily",14,"12:00 AM - 6:00 AM",1,5,3,"eWallet","N",0,0
"CXAUQ_1790",40,50,339,"F",47,"ACT","Urban","Phone_Android","Browser","Weekly",19,"6:00 PM - 12:00 AM",1,5,1,"BNPL","N",0,0
"CXAUQ_1806",40,284,139,"M",51,"TAS","Urban","Tablet_Android","Browser","Monthly",11,"6:00 AM - 12:00 PM",2,4,3,"eWallet","N",0,0
"CXAUQ_1669",40,50,125,"F",29,"NSW","Rural","Phone_Android","Browser","Daily",60,"6:00 PM - 12:00 AM",5,3,4,"eWallet","N",0,0
"CXAUQ_2503",40,203,406,"F",37,"NSW","Rural","Phone_iOS","Browser","Daily",28,"6:00 PM - 12:00 AM",4,2,4,"eWallet","N",0,0
"CXAUQ_497",750,157,0,"F",49,"NT","Urban","Tablet_iOS","Browser","Weekly",48,"12:00 PM - 6:00 PM",14,4,4,"BNPL","N",0,0
"CXAUQ_514",1350,160,0,"F",52,"NSW","Urban","Tablet_Android","Browser","Daily",49,"12:00 PM - 6:00 PM",5,4,4,"BNPL","N",0,0
"CXAUQ_458",40,50,0,"F",23,"SA","Urban","Phone_iOS","Browser","Daily",7,"12:00 PM - 6:00 PM",1,3,3,"eWallet","N",0,0
"CXAUQ_2115",40,154,381,"F",30,"VIC","Urban","Tablet_iOS","Browser","Weekly",8,"6:00 AM - 12:00 PM",6,1,1,"BNPL","N",0,0
"CXAUQ_2313",550,50,295,"M",31,"SA","Urban","Phone_Android","Browser","Monthly",4,"6:00 AM - 12:00 PM",3,4,4,"BNPL","N",0,0
"CXAUQ_1353",300,50,149,"F",34,"NSW","Rural","Phone_iOS","Browser","Daily",15,"6:00 PM - 12:00 AM",6,1,4,"eWallet","N",0,0
"CXAUQ_2140",1400,164,390,"F",51,"NSW","Rural","Phone_Android","App","Daily",53,"6:00 AM - 12:00 PM",6,4,4,"BNPL","Y",23,5
"CXAUQ_432",40,286,0,"M",23,"NSW","Rural","Tablet_iOS","App","Daily",42,"12:00 PM - 6:00 PM",4,1,4,"eWallet","Y",13,0
"CXAUQ_977",40,136,268,"F",45,"TAS","Rural","Phone_iOS","App","Weekly",28,"12:00 AM - 6:00 AM",4,2,3,"BNPL","Y",21,0
"CXAUQ_2009",1100,50,100,"M",59,"QLD","Urban","Tablet_Android","Browser","Monthly",22,"6:00 AM - 12:00 PM",12,5,4,"eWallet","N",0,0
"CXAUQ_2655",1300,50,384,"F",47,"NSW","Rural","Phone_Android","Browser","Daily",26,"6:00 PM - 12:00 AM",12,5,4,"BNPL","N",0,0
"CXAUQ_1276",40,50,314,"M",45,"VIC","Urban","Phone_iOS","App","Daily",12,"6:00 PM - 12:00 AM",1,4,2,"BNPL","Y",23,0
"CXAUQ_1308",450,261,457,"M",37,"QLD","Urban","Phone_iOS","Browser","Monthly",44,"6:00 PM - 12:00 AM",8,4,4,"BNPL","N",0,0
"CXAUQ_2339",40,78,167,"M",28,"VIC","Rural","Phone_iOS","Browser","Weekly",10,"6:00 AM - 12:00 PM",5,1,4,"eWallet","N",0,0
"CXAUQ_1295",40,205,200,"F",21,"VIC","Rural","Phone_iOS","App","Daily",29,"6:00 PM - 12:00 AM",4,5,4,"eWallet","Y",13,0
"CXAUQ_2591",40,50,303,"F",33,"NSW","Urban","Tablet_iOS","Browser","Daily",58,"6:00 PM - 12:00 AM",3,3,3,"eWallet","N",0,0
"CXAUQ_574",40,63,40,"F",58,"VIC","Urban","Phone_Android","App","Daily",56,"12:00 PM - 6:00 PM",1,2,3,"eWallet","Y",26,0
"CXAUQ_2072",1300,238,40,"F",51,"NSW","Urban","Tablet_Android","Browser","Daily",6,"6:00 AM - 12:00 PM",11,5,4,"eWallet","N",0,0
"CXAUQ_1440",1350,50,109,"M",59,"NT","Rural","Tablet_Android","App","Weekly",24,"6:00 PM - 12:00 AM",14,5,4,"eWallet","Y",24,8
"CXAUQ_1370",350,50,147,"M",37,"NSW","Urban","Tablet_iOS","Browser","Daily",1,"6:00 PM - 12:00 AM",3,3,3,"eWallet","N",0,0
"CXAUQ_1358",40,118,233,"M",21,"NSW","Rural","Phone_iOS","Browser","Daily",54,"6:00 PM - 12:00 AM",1,1,2,"BNPL","N",0,0
"CXAUQ_653",40,193,193,"M",24,"NSW","Rural","Tablet_iOS","App","Monthly",22,"12:00 PM - 6:00 PM",4,2,4,"eWallet","Y",20,0
"CXAUQ_11",40,216,118,"M",30,"SA","Rural","Phone_iOS","Browser","Weekly",29,"12:00 PM - 6:00 PM",2,4,4,"eWallet","N",0,0
"CXAUQ_1978",1050,176,323,"M",51,"NSW","Rural","Tablet_Android","App","Daily",38,"6:00 AM - 12:00 PM",8,5,4,"BNPL","Y",27,0
"CXAUQ_1549",40,137,255,"F",20,"WA","Urban","Tablet_iOS","Browser","Daily",24,"6:00 PM - 12:00 AM",5,3,1,"BNPL","N",0,0
"CXAUQ_2200",800,216,395,"M",48,"NSW","Urban","Tablet_Android","Browser","Daily",59,"6:00 AM - 12:00 PM",13,5,4,"BNPL","N",0,0
"CXAUQ_2567",40,112,338,"M",41,"ACT","Urban","Phone_iOS","Browser","Monthly",0,"6:00 PM - 12:00 AM",13,3,3,"eWallet","N",0,0
"CXAUQ_429",800,176,0,"F",45,"NSW","Urban","Tablet_iOS","Browser","Daily",16,"12:00 PM - 6:00 PM",8,3,4,"BNPL","N",0,0
"CXAUQ_1019",136,68,41,"M",63,"NSW","Urban","Tablet_iOS","Browser","Daily",25,"12:00 AM - 6:00 AM",5,3,3,"Card","N",0,0
"CXAUQ_272",1300,195,120,"M",60,"NSW","Urban","Phone_Android","Browser","Daily",44,"12:00 PM - 6:00 PM",14,5,4,"BNPL","N",0,0
"CXAUQ_1938",40,150,343,"F",20,"WA","Rural","Phone_iOS","App","Weekly",48,"6:00 AM - 12:00 PM",2,2,2,"BNPL","Y",24,0
"CXAUQ_1743",450,196,300,"M",38,"NSW","Rural","Phone_iOS","Browser","Daily",47,"6:00 PM - 12:00 AM",1,4,4,"BNPL","N",0,0
"CXAUQ_308",40,62,0,"F",56,"NSW","Rural","Phone_iOS","Browser","Daily",15,"12:00 PM - 6:00 PM",1,1,4,"eWallet","N",0,0
"CXAUQ_2624",40,238,62,"M",20,"WA","Urban","Tablet_iOS","Browser","Daily",43,"6:00 PM - 12:00 AM",3,2,3,"eWallet","N",0,0
"CXAUQ_1060",40,50,163,"M",23,"VIC","Urban","Tablet_iOS","App","Monthly",22,"12:00 AM - 6:00 AM",2,1,3,"eWallet","Y",22,0
"CXAUQ_1071",40,167,137,"M",24,"QLD","Urban","Tablet_Android","Browser","Monthly",0,"12:00 AM - 6:00 AM",3,1,3,"eWallet","N",0,0
"CXAUQ_2666",650,110,71,"M",40,"NSW","Rural","Phone_iOS","App","Monthly",4,"6:00 PM - 12:00 AM",11,4,4,"BNPL","Y",21,0
"CXAUQ_2167",40,198,481,"M",22,"NSW","Rural","Phone_iOS","Browser","Daily",6,"6:00 AM - 12:00 PM",3,1,2,"BNPL","N",0,0
"CXAUQ_1665",40,50,61,"M",31,"QLD","Urban","Tablet_Android","Browser","Monthly",0,"6:00 PM - 12:00 AM",1,3,3,"eWallet","N",0,0
"CXAUQ_280",1300,157,152,"M",56,"NSW","Urban","Tablet_Android","App","Monthly",47,"12:00 PM - 6:00 PM",3,4,4,"BNPL","Y",14,0
"CXAUQ_2704",400,182,310,"F",26,"NSW","Urban","Phone_Android","Browser","Daily",6,"6:00 PM - 12:00 AM",6,2,3,"Card","N",0,0
"CXAUQ_1589",1200,50,452,"M",56,"NSW","Urban","Phone_Android","Browser","Monthly",44,"6:00 PM - 12:00 AM",2,5,4,"BNPL","N",0,0
"CXAUQ_2063",40,161,344,"F",24,"NSW","Urban","Tablet_iOS","App","Daily",30,"6:00 AM - 12:00 PM",4,1,2,"BNPL","Y",4,0
"CXAUQ_1130",1200,203,180,"M",46,"QLD","Urban","Tablet_Android","Browser","Weekly",24,"12:00 AM - 6:00 AM",6,4,4,"eWallet","N",0,0
"CXAUQ_1019",40,82,270,"M",31,"ACT","Rural","Phone_iOS","Browser","Weekly",23,"12:00 AM - 6:00 AM",1,1,2,"BNPL","N",0,0
"CXAUQ_1410",1600,50,56,"M",46,"NSW","Rural","Phone_Android","Browser","Daily",47,"6:00 PM - 12:00 AM",8,5,4,"eWallet","N",0,0
"CXAUQ_2765",40,95,301,"F",33,"NSW","Urban","Phone_iOS","Browser","Daily",50,"6:00 PM - 12:00 AM",3,1,3,"eWallet","N",0,0
"CXAUQ_1950",40,214,485,"M",59,"VIC","Urban","Tablet_iOS","App","Daily",8,"6:00 AM - 12:00 PM",5,4,2,"BNPL","Y",24,0
"CXAUQ_1038",850,168,370,"F",55,"NSW","Urban","Phone_Android","Browser","Daily",46,"12:00 AM - 6:00 AM",3,4,4,"BNPL","N",0,0
"CXAUQ_379",850,201,0,"M",56,"NSW","Urban","Tablet_Android","Browser","Daily",10,"12:00 PM - 6:00 PM",14,4,4,"BNPL","N",0,0
"CXAUQ_125",40,50,429,"M",29,"QLD","Rural","Phone_iOS","Browser","Weekly",28,"12:00 PM - 6:00 PM",1,1,2,"BNPL","N",0,0
"CXAUQ_2651",40,216,397,"M",20,"NT","Urban","Phone_iOS","Browser","Daily",42,"6:00 PM - 12:00 AM",5,1,3,"eWallet","N",0,0
"CXAUQ_2673",40,50,161,"M",24,"NT","Urban","Phone_iOS","Browser","Weekly",59,"6:00 PM - 12:00 AM",1,1,3,"eWallet","N",0,0
"CXAUQ_2283",1300,296,175,"M",53,"NSW","Urban","Tablet_Android","App","Daily",0,"6:00 AM - 12:00 PM",13,1,4,"eWallet","Y",4,0
"CXAUQ_2053",40,168,366,"M",28,"TAS","Urban","Phone_iOS","App","Daily",14,"6:00 AM - 12:00 PM",5,3,2,"BNPL","Y",27,0
"CXAUQ_2806",40,203,376,"M",38,"VIC","Urban","Tablet_iOS","Browser","Monthly",17,"6:00 PM - 12:00 AM",6,4,3,"eWallet","N",0,0
"CXAUQ_1646",40,50,405,"M",35,"NSW","Rural","Phone_Android","Browser","Daily",8,"6:00 PM - 12:00 AM",5,4,2,"BNPL","N",0,0
"CXAUQ_1235",1150,50,300,"M",52,"NT","Rural","Tablet_Android","Browser","Weekly",54,"12:00 AM - 6:00 AM",5,4,4,"BNPL","N",0,0
"CXAUQ_908",40,59,40,"M",58,"VIC","Urban","Phone_iOS","Browser","Daily",1,"12:00 AM - 6:00 AM",1,1,3,"Card","N",0,0
"CXAUQ_1043",40,187,0,"M",67,"NSW","Urban","Tablet_iOS","Browser","Daily",15,"12:00 PM - 6:00 PM",3,2,3,"Card","N",0,0
"CXAUQ_835",40,52,40,"F",31,"NT","Urban","Phone_iOS","App","Weekly",33,"12:00 AM - 6:00 AM",1,1,3,"Card","Y",28,0
"CXAUQ_2482",550,167,40,"F",47,"ACT","Urban","Tablet_Android","App","Monthly",24,"6:00 PM - 12:00 AM",12,5,4,"BNPL","Y",30,0
"CXAUQ_403",1500,269,0,"M",57,"VIC","Rural","Phone_Android","App","Monthly",58,"12:00 PM - 6:00 PM",3,4,4,"BNPL","Y",4,0
"CXAUQ_2650",40,222,399,"M",24,"NSW","Urban","Phone_iOS","App","Daily",10,"6:00 PM - 12:00 AM",3,3,3,"eWallet","Y",3,8
"CXAUQ_637",40,50,40,"F",46,"VIC","Urban","Tablet_Android","App","Daily",13,"12:00 PM - 6:00 PM",1,5,3,"eWallet","Y",5,6
"CXAUQ_1707",40,296,400,"F",25,"VIC","Urban","Phone_iOS","Browser","Weekly",32,"6:00 PM - 12:00 AM",1,1,1,"BNPL","N",0,0
"CXAUQ_2306",40,50,401,"M",25,"TAS","Rural","Tablet_iOS","App","Daily",58,"6:00 AM - 12:00 PM",1,4,3,"BNPL","Y",20,0
"CXAUQ_1787",40,153,355,"M",39,"TAS","Urban","Phone_Android","App","Weekly",31,"6:00 PM - 12:00 AM",3,3,2,"BNPL","Y",3,0
"CXAUQ_50",40,60,0,"F",28,"SA","Rural","Phone_iOS","Browser","Weekly",28,"12:00 PM - 6:00 PM",1,2,4,"eWallet","N",0,0
"CXAUQ_1102",900,168,130,"M",58,"NSW","Urban","Tablet_iOS","App","Daily",57,"12:00 AM - 6:00 AM",4,3,4,"eWallet","Y",29,0
"CXAUQ_543",1050,111,0,"F",45,"QLD","Urban","Phone_iOS","Browser","Weekly",31,"12:00 PM - 6:00 PM",7,4,4,"BNPL","N",0,0
"CXAUQ_2702",1600,50,63,"F",53,"NSW","Urban","Phone_iOS","Browser","Daily",12,"6:00 PM - 12:00 AM",5,5,4,"BNPL","N",0,0
"CXAUQ_2312",200,66,308,"M",23,"NSW","Rural","Tablet_Android","Browser","Daily",9,"6:00 AM - 12:00 PM",3,1,3,"BNPL","N",0,0
"CXAUQ_2007",600,82,136,"F",43,"QLD","Urban","Phone_iOS","Browser","Weekly",21,"6:00 AM - 12:00 PM",1,3,4,"eWallet","N",0,0
"CXAUQ_2660",40,63,438,"M",34,"TAS","Urban","Tablet_iOS","App","Weekly",32,"6:00 PM - 12:00 AM",1,1,3,"eWallet","Y",16,0
"CXAUQ_2325",1150,203,40,"M",57,"TAS","Urban","Phone_Android","App","Weekly",59,"6:00 AM - 12:00 PM",13,4,4,"eWallet","Y",14,0
"CXAUQ_1989",500,291,107,"M",45,"NSW","Urban","Phone_iOS","App","Daily",57,"6:00 AM - 12:00 PM",2,2,4,"eWallet","Y",9,5
"CXAUQ_1007",800,165,237,"M",44,"NSW","Urban","Phone_iOS","App","Daily",27,"12:00 AM - 6:00 AM",2,2,4,"BNPL","Y",27,8
"CXAUQ_2171",40,151,361,"F",30,"NSW","Rural","Tablet_iOS","Browser","Daily",13,"6:00 AM - 12:00 PM",5,3,2,"BNPL","N",0,0
"CXAUQ_1849",1250,74,289,"F",59,"VIC","Urban","Tablet_iOS","App","Daily",30,"6:00 AM - 12:00 PM",1,4,4,"BNPL","Y",13,0
"CXAUQ_2680",600,135,341,"M",45,"NSW","Rural","Tablet_iOS","Browser","Daily",16,"6:00 PM - 12:00 AM",11,4,4,"BNPL","N",0,0
"CXAUQ_1655",40,71,40,"F",46,"NSW","Rural","Phone_iOS","Browser","Daily",18,"6:00 PM - 12:00 AM",1,4,4,"eWallet","N",0,0
"CXAUQ_2114",40,213,486,"F",24,"WA","Rural","Tablet_iOS","Browser","Daily",47,"6:00 AM - 12:00 PM",4,1,3,"BNPL","N",0,0
"CXAUQ_2468",40,56,210,"F",35,"VIC","Urban","Phone_iOS","Browser","Daily",20,"6:00 PM - 12:00 AM",6,1,3,"eWallet","N",0,0
"CXAUQ_2397",750,195,373,"M",44,"VIC","Urban","Tablet_Android","App","Weekly",20,"6:00 AM - 12:00 PM",9,3,4,"BNPL","Y",20,8
"CXAUQ_2052",1150,214,431,"M",59,"VIC","Rural","Tablet_Android","Browser","Daily",18,"6:00 AM - 12:00 PM",9,5,4,"BNPL","N",0,0
"CXAUQ_1701",40,166,279,"F",39,"ACT","Rural","Phone_iOS","App","Weekly",5,"6:00 PM - 12:00 AM",4,3,3,"BNPL","Y",3,0
"CXAUQ_621",1100,80,0,"M",46,"WA","Urban","Tablet_Android","Browser","Monthly",37,"12:00 PM - 6:00 PM",3,5,4,"BNPL","N",0,0
"CXAUQ_998",40,81,41,"F",49,"WA","Urban","Tablet_iOS","App","Weekly",7,"12:00 AM - 6:00 AM",1,2,3,"Card","Y",19,0
"CXAUQ_1419",40,213,63,"M",23,"QLD","Urban","Tablet_iOS","App","Daily",32,"6:00 PM - 12:00 AM",1,2,3,"eWallet","Y",26,0
"CXAUQ_870",500,136,297,"F",58,"VIC","Rural","Phone_iOS","App","Daily",46,"12:00 AM - 6:00 AM",6,4,4,"Card","Y",5,0
"CXAUQ_384",1050,164,0,"M",48,"VIC","Rural","Tablet_Android","Browser","Weekly",20,"12:00 PM - 6:00 PM",5,4,4,"BNPL","N",0,0
"CXAUQ_1994",40,137,478,"F",21,"NSW","Rural","Phone_iOS","Browser","Weekly",44,"6:00 AM - 12:00 PM",1,3,3,"BNPL","N",0,0
"CXAUQ_970",40,92,46,"M",28,"VIC","Urban","Tablet_iOS","App","Daily",14,"12:00 AM - 6:00 AM",1,1,3,"Card","Y",25,0
"CXAUQ_2846",40,237,0,"F",21,"NSW","Urban","Phone_Android","App","Daily",14,"6:00 PM - 12:00 AM",3,1,3,"eWallet","Y",27,0
"CXAUQ_866",550,50,281,"F",35,"VIC","Urban","Phone_iOS","App","Monthly",4,"12:00 AM - 6:00 AM",1,2,4,"BNPL","Y",7,8
"CXAUQ_2428",1000,76,44,"M",44,"NSW","Rural","Tablet_iOS","App","Daily",16,"6:00 AM - 12:00 PM",10,3,4,"BNPL","Y",4,0
"CXAUQ_904",1250,222,0,"M",48,"VIC","Rural","Tablet_Android","App","Weekly",30,"12:00 AM - 6:00 AM",2,5,4,"eWallet","Y",24,0
"CXAUQ_96",40,261,131,"M",22,"NSW","Urban","Phone_iOS","App","Monthly",2,"12:00 PM - 6:00 PM",6,2,3,"Card","Y",25,8
"CXAUQ_1232",40,50,168,"F",28,"TAS","Rural","Phone_Android","App","Monthly",12,"12:00 AM - 6:00 AM",5,1,4,"eWallet","Y",26,0
"CXAUQ_2102",40,50,117,"M",21,"NSW","Urban","Phone_iOS","Browser","Daily",30,"6:00 AM - 12:00 PM",1,2,3,"eWallet","N",0,0
"CXAUQ_1911",40,139,251,"F",23,"VIC","Urban","Phone_iOS","App","Weekly",39,"6:00 AM - 12:00 PM",6,3,1,"BNPL","Y",30,0
"CXAUQ_2169",950,231,124,"M",58,"NSW","Urban","Tablet_Android","Browser","Daily",3,"6:00 AM - 12:00 PM",6,5,4,"eWallet","N",0,0
"CXAUQ_1207",1100,50,306,"M",55,"VIC","Urban","Tablet_Android","Browser","Weekly",39,"12:00 AM - 6:00 AM",10,3,4,"BNPL","N",0,0
"CXAUQ_1219",40,98,380,"M",48,"QLD","Urban","Phone_iOS","App","Weekly",13,"12:00 AM - 6:00 AM",1,4,1,"BNPL","Y",23,0
"CXAUQ_2718",650,174,208,"F",37,"NSW","Urban","Phone_iOS","Browser","Daily",2,"6:00 PM - 12:00 AM",2,5,4,"BNPL","N",0,0
"CXAUQ_604",40,63,40,"M",41,"VIC","Urban","Tablet_Android","Browser","Daily",48,"12:00 PM - 6:00 PM",1,3,3,"eWallet","N",0,0
"CXAUQ_1059",40,249,193,"F",22,"NSW","Urban","Phone_iOS","Browser","Daily",30,"12:00 AM - 6:00 AM",4,1,3,"eWallet","N",0,0
"CXAUQ_355",40,116,0,"F",20,"NSW","Urban","Tablet_iOS","App","Daily",50,"12:00 PM - 6:00 PM",1,2,3,"eWallet","Y",17,0
"CXAUQ_1545",40,221,428,"M",24,"VIC","Urban","Phone_iOS","Browser","Weekly",34,"6:00 PM - 12:00 AM",4,1,1,"BNPL","N",0,0
"CXAUQ_2228",400,50,301,"F",28,"ACT","Urban","Tablet_iOS","Browser","Weekly",5,"6:00 AM - 12:00 PM",5,1,2,"BNPL","N",0,0
"CXAUQ_1518",40,218,452,"M",29,"NSW","Urban","Phone_iOS","App","Daily",56,"6:00 PM - 12:00 AM",1,2,2,"BNPL","Y",26,0
"CXAUQ_2067",1400,193,219,"F",58,"NSW","Rural","Tablet_Android","App","Daily",57,"6:00 AM - 12:00 PM",14,5,4,"BNPL","Y",19,0
"CXAUQ_481",1350,56,0,"F",55,"NT","Rural","Phone_Android","App","Weekly",56,"12:00 PM - 6:00 PM",1,5,4,"BNPL","Y",15,0
"CXAUQ_1025",40,77,432,"F",44,"NSW","Rural","Tablet_iOS","App","Daily",43,"12:00 AM - 6:00 AM",5,3,2,"BNPL","Y",9,0
"CXAUQ_571",1150,105,0,"M",56,"ACT","Urban","Tablet_Android","Browser","Weekly",27,"12:00 PM - 6:00 PM",12,4,4,"BNPL","N",0,0
"CXAUQ_1898",150,85,360,"M",24,"VIC","Urban","Phone_iOS","App","Weekly",46,"6:00 AM - 12:00 PM",2,2,1,"BNPL","Y",29,0
"CXAUQ_63",40,187,94,"M",25,"VIC","Urban","Phone_iOS","App","Daily",25,"12:00 PM - 6:00 PM",6,2,3,"eWallet","Y",16,0
"CXAUQ_1122",200,50,314,"M",20,"QLD","Urban","Phone_Android","Browser","Weekly",3,"12:00 AM - 6:00 AM",1,2,1,"BNPL","N",0,0
"CXAUQ_1503",40,163,453,"M",39,"NSW","Urban","Phone_iOS","App","Daily",52,"6:00 PM - 12:00 AM",5,1,1,"BNPL","Y",2,0
"CXAUQ_1714",1450,151,310,"F",47,"WA","Urban","Tablet_Android","Browser","Weekly",0,"6:00 PM - 12:00 AM",8,5,4,"BNPL","N",0,0
"CXAUQ_1111",750,216,71,"F",40,"NSW","Urban","Phone_Android","Browser","Daily",1,"12:00 AM - 6:00 AM",2,3,4,"eWallet","N",0,0
"CXAUQ_2234",900,131,259,"F",56,"NT","Urban","Phone_iOS","App","Weekly",56,"6:00 AM - 12:00 PM",11,4,4,"BNPL","Y",5,0
"CXAUQ_1649",750,172,40,"M",49,"QLD","Urban","Tablet_iOS","Browser","Weekly",5,"6:00 PM - 12:00 AM",11,5,4,"eWallet","N",0,0
"CXAUQ_1018",0,258,331,"M",59,"NSW","Urban","Tablet_Android","App","Daily",29,"12:00 AM - 6:00 AM",9,5,1,"BNPL","Y",29,0
"CXAUQ_1823",40,163,401,"M",47,"VIC","Urban","Tablet_Android","App","Monthly",25,"6:00 AM - 12:00 PM",5,1,2,"BNPL","Y",29,8
"CXAUQ_981",40,79,265,"F",44,"ACT","Rural","Phone_iOS","Browser","Weekly",37,"12:00 AM - 6:00 AM",1,1,4,"Card","N",0,0
"CXAUQ_723",750,53,402,"M",34,"WA","Rural","Phone_iOS","App","Monthly",1,"12:00 PM - 6:00 PM",5,2,4,"eWallet","Y",24,2
"CXAUQ_2818",40,64,334,"F",50,"SA","Rural","Phone_Android","App","Daily",3,"6:00 PM - 12:00 AM",1,3,4,"eWallet","Y",25,0
"CXAUQ_1265",1300,55,332,"F",59,"NSW","Urban","Tablet_iOS","Browser","Monthly",30,"12:00 AM - 6:00 AM",13,5,4,"BNPL","N",0,0
"CXAUQ_2836",40,50,102,"M",36,"WA","Rural","Phone_Android","App","Daily",46,"6:00 PM - 12:00 AM",1,4,4,"eWallet","Y",26,0
"CXAUQ_1168",500,260,120,"M",29,"TAS","Urban","Phone_iOS","App","Monthly",1,"12:00 AM - 6:00 AM",5,1,4,"eWallet","Y",23,0
"CXAUQ_2496",40,160,388,"F",44,"NSW","Urban","Phone_iOS","Browser","Daily",45,"6:00 PM - 12:00 AM",1,2,3,"eWallet","N",0,0
"CXAUQ_699",700,256,452,"M",49,"VIC","Urban","Tablet_Android","Browser","Monthly",50,"12:00 PM - 6:00 PM",9,4,4,"BNPL","N",0,0
"CXAUQ_2537",1150,130,348,"M",44,"QLD","Rural","Tablet_iOS","App","Monthly",45,"6:00 PM - 12:00 AM",9,3,4,"BNPL","Y",23,0
"CXAUQ_798",40,50,40,"F",33,"VIC","Urban","Phone_iOS","App","Daily",3,"12:00 AM - 6:00 AM",1,4,3,"Card","Y",20,0
"CXAUQ_1098",700,63,64,"M",38,"TAS","Urban","Tablet_iOS","Browser","Monthly",35,"12:00 AM - 6:00 AM",3,4,4,"eWallet","N",0,0
"CXAUQ_332",40,50,0,"F",37,"VIC","Urban","Phone_iOS","App","Daily",7,"12:00 PM - 6:00 PM",1,2,3,"eWallet","Y",13,0
