"C_ID","C_EquipmentSpend","C_ApparelSpend","C_FootwearSpend","C_Gender","C_Age","C_State","C_Area","C_DeviceType","C_ShoppingCart","C_EmailAd","C_ShoppingDuration","C_TimeOfShopping","C_Number_of_Orders","C_Reviews","C_OrderToDelivery","C_Payment","App_Discounts","App_Tenure","App_Referral"
"CXAUQ_1105",40,88,72,"M",22,"VIC","Rural","Tablet_Android","Browser","Weekly",9,"12:00 AM - 6:00 AM",3,4,4,"eWallet","N",0,0
"CXAUQ_1626",40,97,356,"M",35,"ACT","Rural","Tablet_Android","Browser","Weekly",57,"6:00 PM - 12:00 AM",1,3,2,"BNPL","N",0,0
"CXAUQ_2780",1750,188,51,"M",57,"SA","Urban","Tablet_Android","Browser","Weekly",25,"6:00 PM - 12:00 AM",18,4,4,"BNPL","N",0,0
"CXAUQ_1924",40,50,395,"F",34,"VIC","Rural","Phone_iOS","Browser","Daily",23,"6:00 AM - 12:00 PM",3,2,3,"BNPL","N",0,0
"CXAUQ_2562",250,117,291,"F",38,"NSW","Urban","Tablet_iOS","Browser","Daily",12,"6:00 PM - 12:00 AM",2,2,3,"Card","N",0,0
"CXAUQ_522",40,57,129,"F",24,"NSW","Urban","Phone_Android","Browser","Daily",55,"12:00 PM - 6:00 PM",3,2,3,"eWallet","N",0,0
"CXAUQ_1493",40,129,339,"M",38,"TAS","Rural","Phone_iOS","Browser","Weekly",45,"6:00 PM - 12:00 AM",6,1,2,"BNPL","N",0,0
"CXAUQ_53",40,161,161,"M",45,"VIC","Urban","Phone_iOS","Browser","Weekly",48,"12:00 PM - 6:00 PM",5,2,3,"eWallet","N",0,0
"CXAUQ_366",750,197,0,"F",45,"NSW","Urban","Tablet_iOS","Browser","Daily",34,"12:00 PM - 6:00 PM",1,1,4,"BNPL","N",0,0
"CXAUQ_2298",750,127,485,"M",36,"ACT","Rural","Phone_iOS","App","Monthly",10,"6:00 AM - 12:00 PM",9,2,4,"BNPL","Y",19,0
"CXAUQ_310",1200,226,0,"M",50,"VIC","Rural","Phone_Android","Browser","Monthly",37,"12:00 PM - 6:00 PM",6,5,4,"BNPL","N",0,0
"CXAUQ_1046",189,173,307,"M",62,"VIC","Urban","Tablet_iOS","Browser","Daily",22,"12:00 AM - 6:00 AM",3,2,3,"Card","N",0,0
"CXAUQ_879",40,50,40,"M",23,"NSW","Rural","Phone_iOS","App","Daily",57,"12:00 AM - 6:00 AM",1,1,4,"Card","Y",14,0
"CXAUQ_1673",1100,143,331,"M",44,"VIC","Rural","Tablet_Android","Browser","Monthly",13,"6:00 PM - 12:00 AM",13,4,4,"BNPL","N",0,0
"CXAUQ_1302",500,50,250,"M",24,"ACT","Rural","Phone_iOS","Browser","Monthly",33,"6:00 PM - 12:00 AM",2,3,4,"BNPL","N",0,0
"CXAUQ_1131",1200,224,254,"F",58,"NSW","Urban","Tablet_iOS","Browser","Daily",4,"12:00 AM - 6:00 AM",2,4,4,"BNPL","N",0,0
"CXAUQ_584",950,161,0,"M",52,"QLD","Rural","Tablet_Android","App","Weekly",21,"12:00 PM - 6:00 PM",6,5,4,"BNPL","Y",25,0
"CXAUQ_1085",40,215,208,"F",23,"QLD","Urban","Tablet_Android","Browser","Weekly",54,"12:00 AM - 6:00 AM",2,1,1,"BNPL","N",0,0
"CXAUQ_562",950,286,0,"M",55,"NSW","Rural","Tablet_Android","Browser","Daily",7,"12:00 PM - 6:00 PM",10,5,4,"BNPL","N",0,0
"CXAUQ_1485",550,50,441,"M",31,"VIC","Urban","Phone_iOS","App","Monthly",25,"6:00 PM - 12:00 AM",5,1,4,"BNPL","Y",18,0
"CXAUQ_1979",1100,150,220,"F",47,"ACT","Urban","Tablet_Android","Browser","Weekly",51,"6:00 AM - 12:00 PM",10,5,4,"BNPL","N",0,0
"CXAUQ_679",40,59,255,"F",27,"NSW","Urban","Phone_iOS","Browser","Daily",44,"12:00 PM - 6:00 PM",6,1,3,"Card","N",0,0
"CXAUQ_2218",40,86,277,"F",28,"NSW","Urban","Tablet_iOS","Browser","Daily",22,"6:00 AM - 12:00 PM",1,2,2,"BNPL","N",0,0
"CXAUQ_1798",300,50,333,"F",21,"WA","Urban","Phone_iOS","Browser","Weekly",44,"6:00 AM - 12:00 PM",1,3,1,"BNPL","N",0,0
"CXAUQ_1512",1400,183,374,"F",60,"ACT","Urban","Phone_Android","Browser","Weekly",22,"6:00 PM - 12:00 AM",3,5,4,"BNPL","N",0,0
"CXAUQ_1032",242,58,0,"F",70,"NSW","Urban","Tablet_Android","Browser","Daily",51,"12:00 AM - 6:00 AM",1,3,1,"BNPL","N",0,0
"CXAUQ_801",300,77,189,"F",28,"VIC","Urban","Phone_iOS","Browser","Daily",47,"12:00 AM - 6:00 AM",6,4,3,"eWallet","N",0,0
"CXAUQ_479",40,50,0,"F",37,"NSW","Urban","Tablet_iOS","Browser","Daily",18,"12:00 PM - 6:00 PM",1,2,3,"eWallet","N",0,0
"CXAUQ_1476",950,257,412,"M",60,"VIC","Urban","Tablet_Android","App","Weekly",13,"6:00 PM - 12:00 AM",8,5,4,"BNPL","Y",27,3
"CXAUQ_20",400,201,499,"F",54,"WA","Rural","Phone_iOS","Browser","Weekly",54,"12:00 PM - 6:00 PM",1,1,2,"BNPL","N",0,0
"CXAUQ_21",40,50,226,"F",30,"TAS","Urban","Phone_iOS","Browser","Weekly",7,"12:00 PM - 6:00 PM",1,4,2,"BNPL","N",0,0
"CXAUQ_297",40,50,0,"M",31,"NSW","Urban","Tablet_iOS","App","Daily",7,"12:00 PM - 6:00 PM",3,1,3,"eWallet","Y",18,0
"CXAUQ_2760",850,203,265,"F",42,"VIC","Urban","Tablet_iOS","Browser","Monthly",29,"6:00 PM - 12:00 AM",9,4,4,"BNPL","N",0,0
"CXAUQ_914",1200,216,0,"F",53,"SA","Rural","Phone_Android","App","Monthly",31,"12:00 AM - 6:00 AM",9,4,4,"BNPL","Y",17,0
"CXAUQ_1069",40,209,40,"F",20,"NSW","Urban","Tablet_iOS","Browser","Daily",59,"12:00 AM - 6:00 AM",4,2,3,"eWallet","N",0,0
"CXAUQ_1524",1050,208,387,"M",59,"NT","Rural","Tablet_Android","Browser","Weekly",49,"6:00 PM - 12:00 AM",9,5,4,"BNPL","N",0,0
"CXAUQ_1380",40,207,115,"F",28,"NSW","Urban","Phone_iOS","Browser","Daily",3,"6:00 PM - 12:00 AM",1,2,3,"eWallet","N",0,0
"CXAUQ_601",1100,50,276,"F",39,"TAS","Urban","Tablet_Android","Browser","Monthly",50,"12:00 PM - 6:00 PM",4,4,4,"BNPL","N",0,0
"CXAUQ_247",1050,253,347,"F",49,"NSW","Rural","Tablet_Android","App","Daily",50,"12:00 PM - 6:00 PM",3,4,4,"BNPL","Y",27,0
"CXAUQ_724",800,124,406,"M",46,"ACT","Urban","Tablet_Android","Browser","Monthly",48,"12:00 PM - 6:00 PM",13,3,4,"Card","N",0,0
"CXAUQ_830",40,50,40,"F",28,"VIC","Urban","Phone_iOS","App","Daily",15,"12:00 AM - 6:00 AM",1,1,2,"BNPL","Y",11,0
"CXAUQ_1041",1500,50,431,"M",50,"NSW","Urban","Phone_Android","App","Daily",2,"12:00 AM - 6:00 AM",4,5,4,"BNPL","Y",28,0
"CXAUQ_1518",40,218,452,"M",29,"NSW","Urban","Phone_iOS","App","Daily",56,"6:00 PM - 12:00 AM",1,2,2,"BNPL","Y",26,0
"CXAUQ_429",800,176,0,"F",45,"NSW","Urban","Tablet_iOS","Browser","Daily",16,"12:00 PM - 6:00 PM",8,3,4,"BNPL","N",0,0
"CXAUQ_938",300,50,168,"M",37,"NSW","Urban","Phone_iOS","Browser","Daily",3,"12:00 AM - 6:00 AM",4,1,3,"Card","N",0,0
"CXAUQ_1832",40,247,472,"M",44,"SA","Urban","Phone_iOS","Browser","Monthly",28,"6:00 AM - 12:00 PM",6,3,1,"BNPL","N",0,0
"CXAUQ_171",40,176,440,"M",33,"VIC","Urban","Tablet_iOS","Browser","Weekly",15,"12:00 PM - 6:00 PM",2,1,1,"BNPL","N",0,0
"CXAUQ_1071",40,167,137,"M",24,"QLD","Urban","Tablet_Android","Browser","Monthly",0,"12:00 AM - 6:00 AM",3,1,3,"eWallet","N",0,0
"CXAUQ_998",40,81,41,"F",49,"WA","Urban","Tablet_iOS","App","Weekly",7,"12:00 AM - 6:00 AM",1,2,3,"Card","Y",19,0
"CXAUQ_1495",40,203,383,"F",36,"QLD","Urban","Phone_iOS","App","Monthly",0,"6:00 PM - 12:00 AM",4,3,2,"BNPL","Y",17,0
"CXAUQ_1027",450,266,292,"M",37,"WA","Urban","Tablet_iOS","Browser","Monthly",32,"12:00 AM - 6:00 AM",4,1,4,"BNPL","N",0,0
"CXAUQ_1242",1350,242,461,"F",47,"NSW","Urban","Tablet_iOS","Browser","Monthly",24,"12:00 AM - 6:00 AM",10,5,4,"BNPL","N",0,0
"CXAUQ_2023",40,184,305,"F",30,"SA","Rural","Phone_iOS","App","Daily",17,"6:00 AM - 12:00 PM",5,1,3,"BNPL","Y",11,0
"CXAUQ_1883",40,165,384,"F",35,"VIC","Urban","Phone_iOS","App","Daily",60,"6:00 AM - 12:00 PM",2,2,2,"BNPL","Y",23,0
"CXAUQ_1457",1100,232,293,"F",52,"ACT","Urban","Tablet_Android","Browser","Monthly",35,"6:00 PM - 12:00 AM",13,5,4,"BNPL","N",0,0
"CXAUQ_1293",40,155,72,"M",34,"VIC","Urban","Phone_iOS","App","Daily",49,"6:00 PM - 12:00 AM",6,1,3,"eWallet","Y",30,0
"CXAUQ_2229",40,50,208,"F",24,"WA","Urban","Phone_iOS","App","Daily",16,"6:00 AM - 12:00 PM",1,1,1,"BNPL","Y",7,8
"CXAUQ_1312",40,50,89,"M",25,"VIC","Urban","Phone_iOS","App","Daily",20,"6:00 PM - 12:00 AM",2,1,3,"eWallet","Y",20,0
"CXAUQ_200",400,51,371,"F",33,"ACT","Urban","Tablet_iOS","App","Daily",42,"12:00 PM - 6:00 PM",5,2,2,"BNPL","Y",9,0
"CXAUQ_1922",40,50,355,"F",33,"VIC","Rural","Phone_iOS","App","Daily",51,"6:00 AM - 12:00 PM",6,2,3,"BNPL","Y",10,0
"CXAUQ_2702",1600,50,63,"F",53,"NSW","Urban","Phone_iOS","Browser","Daily",12,"6:00 PM - 12:00 AM",5,5,4,"BNPL","N",0,0
"CXAUQ_2720",600,120,450,"M",34,"QLD","Urban","Tablet_Android","App","Monthly",13,"6:00 PM - 12:00 AM",10,2,4,"BNPL","Y",5,0
"CXAUQ_1313",250,100,40,"F",42,"WA","Urban","Phone_iOS","Browser","Weekly",46,"6:00 PM - 12:00 AM",2,1,3,"eWallet","N",0,0
"CXAUQ_1544",40,84,239,"M",60,"NT","Urban","Tablet_iOS","Browser","Daily",28,"6:00 PM - 12:00 AM",1,2,1,"BNPL","N",0,0
"CXAUQ_2178",40,229,325,"F",28,"NT","Urban","Phone_iOS","Browser","Weekly",16,"6:00 AM - 12:00 PM",1,2,1,"BNPL","N",0,0
"CXAUQ_2804",1050,168,100,"M",58,"WA","Rural","Tablet_Android","App","Weekly",30,"6:00 PM - 12:00 AM",10,4,4,"BNPL","Y",19,0
"CXAUQ_190",40,50,368,"F",39,"WA","Urban","Tablet_iOS","Browser","Weekly",40,"12:00 PM - 6:00 PM",2,2,1,"BNPL","N",0,0
"CXAUQ_2102",40,50,117,"M",21,"NSW","Urban","Phone_iOS","Browser","Daily",30,"6:00 AM - 12:00 PM",1,2,3,"eWallet","N",0,0
"CXAUQ_2675",40,152,226,"M",34,"NSW","Urban","Tablet_iOS","App","Daily",29,"6:00 PM - 12:00 AM",4,1,3,"eWallet","Y",20,0
"CXAUQ_248",40,244,348,"F",40,"VIC","Urban","Tablet_iOS","Browser","Weekly",48,"12:00 PM - 6:00 PM",6,2,3,"eWallet","N",0,0
"CXAUQ_189",40,50,40,"M",30,"VIC","Rural","Phone_iOS","Browser","Weekly",24,"12:00 PM - 6:00 PM",1,1,4,"eWallet","N",0,0
"CXAUQ_2339",40,78,167,"M",28,"VIC","Rural","Phone_iOS","Browser","Weekly",10,"6:00 AM - 12:00 PM",5,1,4,"eWallet","N",0,0
"CXAUQ_1431",40,54,40,"F",47,"QLD","Rural","Phone_iOS","App","Daily",16,"6:00 PM - 12:00 AM",1,0,4,"eWallet","Y",27,0
"CXAUQ_2293",1000,76,297,"F",51,"VIC","Urban","Phone_iOS","Browser","Weekly",40,"6:00 AM - 12:00 PM",10,2,4,"BNPL","N",0,0
"CXAUQ_295",40,296,0,"M",28,"NSW","Rural","Phone_iOS","Browser","Daily",38,"12:00 PM - 6:00 PM",1,2,4,"eWallet","N",0,0
"CXAUQ_2215",40,56,414,"M",36,"SA","Urban","Tablet_iOS","App","Weekly",30,"6:00 AM - 12:00 PM",2,1,2,"BNPL","Y",13,0
"CXAUQ_329",40,116,0,"F",22,"NSW","Urban","Phone_iOS","App","Daily",53,"12:00 PM - 6:00 PM",1,3,3,"eWallet","Y",24,0
"CXAUQ_270",40,236,41,"M",44,"NSW","Urban","Tablet_iOS","Browser","Daily",40,"12:00 PM - 6:00 PM",4,3,3,"eWallet","N",0,0
"CXAUQ_2688",900,50,40,"F",43,"NT","Urban","Tablet_Android","Browser","Monthly",25,"6:00 PM - 12:00 AM",13,5,4,"BNPL","N",0,0
"CXAUQ_159",350,75,40,"M",39,"NSW","Urban","Phone_iOS","Browser","Daily",9,"12:00 PM - 6:00 PM",6,3,3,"eWallet","N",0,0
"CXAUQ_641",1000,50,495,"F",46,"NSW","Urban","Tablet_Android","App","Daily",30,"12:00 PM - 6:00 PM",9,2,4,"BNPL","Y",18,0
"CXAUQ_2568",40,293,50,"M",26,"WA","Rural","Phone_iOS","App","Weekly",47,"6:00 PM - 12:00 AM",5,3,4,"eWallet","Y",13,0
"CXAUQ_1062",40,161,105,"M",74,"WA","Rural","Tablet_Android","Browser","Monthly",47,"12:00 AM - 6:00 AM",3,2,3,"BNPL","N",0,0
"CXAUQ_1235",1150,50,300,"M",52,"NT","Rural","Tablet_Android","Browser","Weekly",54,"12:00 AM - 6:00 AM",5,4,4,"BNPL","N",0,0
"CXAUQ_2850",40,61,0,"M",37,"NT","Urban","Phone_iOS","Browser","Weekly",9,"6:00 PM - 12:00 AM",4,4,3,"eWallet","N",0,0
"CXAUQ_1765",750,189,184,"M",40,"NSW","Urban","Phone_iOS","App","Daily",23,"6:00 PM - 12:00 AM",6,4,4,"eWallet","Y",17,0
"CXAUQ_1020",950,169,276,"F",60,"WA","Urban","Phone_Android","Browser","Monthly",50,"12:00 AM - 6:00 AM",2,4,4,"BNPL","N",0,0
"CXAUQ_1926",40,97,123,"M",50,"VIC","Urban","Phone_iOS","Browser","Daily",48,"6:00 AM - 12:00 PM",1,2,3,"eWallet","N",0,0
"CXAUQ_56",300,50,167,"F",42,"QLD","Urban","Phone_iOS","App","Weekly",12,"12:00 PM - 6:00 PM",3,2,3,"Card","Y",13,0
"CXAUQ_1815",40,50,310,"M",20,"VIC","Urban","Phone_iOS","Browser","Weekly",52,"6:00 AM - 12:00 PM",1,4,1,"BNPL","N",0,0
"CXAUQ_884",200,108,154,"F",28,"TAS","Rural","Phone_iOS","App","Daily",4,"12:00 AM - 6:00 AM",5,3,4,"Card","Y",15,0
"CXAUQ_2239",250,89,239,"M",30,"ACT","Urban","Tablet_iOS","Browser","Weekly",7,"6:00 AM - 12:00 PM",2,1,2,"BNPL","N",0,0
"CXAUQ_315",40,50,0,"M",23,"SA","Urban","Phone_iOS","Browser","Weekly",32,"12:00 PM - 6:00 PM",1,3,3,"eWallet","N",0,0
"CXAUQ_657",40,50,490,"F",30,"VIC","Urban","Phone_iOS","App","Monthly",23,"12:00 PM - 6:00 PM",2,3,3,"Card","Y",6,0
"CXAUQ_1399",1050,252,288,"F",46,"SA","Rural","Phone_Android","Browser","Weekly",27,"6:00 PM - 12:00 AM",4,5,4,"BNPL","N",0,0
"CXAUQ_988",1250,93,0,"F",54,"NT","Rural","Phone_Android","App","Monthly",15,"12:00 AM - 6:00 AM",12,5,4,"BNPL","Y",16,0
"CXAUQ_175",40,53,40,"M",30,"TAS","Urban","Tablet_iOS","Browser","Daily",4,"12:00 PM - 6:00 PM",1,2,3,"eWallet","N",0,0
"CXAUQ_693",40,224,112,"M",21,"ACT","Rural","Phone_iOS","Browser","Weekly",15,"12:00 PM - 6:00 PM",3,1,3,"BNPL","N",0,0
"CXAUQ_206",40,126,262,"F",21,"SA","Rural","Tablet_iOS","App","Daily",26,"12:00 PM - 6:00 PM",4,2,3,"BNPL","Y",20,0
"CXAUQ_817",40,153,427,"F",46,"TAS","Rural","Phone_iOS","App","Weekly",49,"12:00 AM - 6:00 AM",1,3,2,"BNPL","Y",15,0
"CXAUQ_1165",900,165,259,"F",43,"SA","Urban","Tablet_Android","App","Monthly",41,"12:00 AM - 6:00 AM",12,4,4,"BNPL","Y",28,0
"CXAUQ_1387",40,50,343,"F",22,"NT","Urban","Phone_iOS","Browser","Daily",43,"6:00 PM - 12:00 AM",1,2,2,"BNPL","N",0,0
"CXAUQ_1908",40,53,47,"F",58,"NT","Urban","Tablet_iOS","App","Monthly",2,"6:00 AM - 12:00 PM",2,4,3,"eWallet","Y",4,7
"CXAUQ_1587",40,164,453,"F",40,"NSW","Rural","Tablet_iOS","App","Monthly",54,"6:00 PM - 12:00 AM",3,2,2,"BNPL","Y",23,0
"CXAUQ_102",40,50,323,"F",36,"VIC","Urban","Phone_iOS","Browser","Daily",5,"12:00 PM - 6:00 PM",2,2,1,"BNPL","N",0,0
"CXAUQ_36",600,57,0,"M",39,"SA","Urban","Phone_iOS","Browser","Weekly",44,"12:00 PM - 6:00 PM",1,2,4,"BNPL","N",0,0
"CXAUQ_225",40,116,349,"F",22,"VIC","Urban","Phone_iOS","Browser","Daily",36,"12:00 PM - 6:00 PM",1,3,1,"BNPL","N",0,0
"CXAUQ_1680",40,71,163,"F",34,"TAS","Urban","Phone_iOS","Browser","Weekly",26,"6:00 PM - 12:00 AM",1,2,3,"eWallet","N",0,0
"CXAUQ_538",40,143,197,"M",25,"WA","Rural","Phone_iOS","App","Monthly",33,"12:00 PM - 6:00 PM",4,1,4,"eWallet","Y",27,0
"CXAUQ_697",40,298,149,"M",25,"NT","Urban","Phone_iOS","App","Monthly",51,"12:00 PM - 6:00 PM",4,3,3,"eWallet","Y",29,0
"CXAUQ_2526",850,152,452,"F",60,"SA","Urban","Tablet_Android","App","Monthly",6,"6:00 PM - 12:00 AM",9,5,4,"BNPL","Y",6,6
"CXAUQ_2424",800,162,333,"F",47,"NSW","Urban","Tablet_Android","Browser","Daily",10,"6:00 AM - 12:00 PM",8,4,4,"BNPL","N",0,0
"CXAUQ_2782",40,50,75,"F",25,"NSW","Urban","Phone_iOS","Browser","Daily",18,"6:00 PM - 12:00 AM",1,3,3,"eWallet","N",0,0
"CXAUQ_720",1650,54,0,"F",49,"NT","Urban","Tablet_Android","Browser","Weekly",39,"12:00 PM - 6:00 PM",6,3,4,"eWallet","N",0,0
"CXAUQ_232",40,154,380,"F",21,"TAS","Urban","Phone_iOS","App","Daily",16,"12:00 PM - 6:00 PM",5,1,2,"BNPL","Y",26,0
"CXAUQ_2148",1000,208,480,"M",46,"NSW","Urban","Tablet_Android","Browser","Daily",59,"6:00 AM - 12:00 PM",6,4,4,"BNPL","N",0,0
"CXAUQ_2311",1350,244,345,"F",45,"WA","Urban","Tablet_iOS","Browser","Monthly",21,"6:00 AM - 12:00 PM",6,1,4,"BNPL","N",0,0
"CXAUQ_2086",40,88,299,"F",42,"NSW","Rural","Tablet_iOS","App","Daily",40,"6:00 AM - 12:00 PM",1,0,3,"BNPL","Y",18,0
"CXAUQ_2587",40,127,40,"F",20,"NSW","Urban","Phone_iOS","App","Daily",59,"6:00 PM - 12:00 AM",2,1,3,"eWallet","Y",23,0
"CXAUQ_2389",1150,176,401,"M",58,"NSW","Rural","Tablet_Android","Browser","Daily",19,"6:00 AM - 12:00 PM",14,3,4,"BNPL","N",0,0
"CXAUQ_2755",40,165,169,"F",38,"NSW","Urban","Phone_Android","Browser","Daily",58,"6:00 PM - 12:00 AM",6,1,3,"eWallet","N",0,0
"CXAUQ_122",40,121,402,"F",25,"NSW","Urban","Phone_iOS","Browser","Daily",21,"12:00 PM - 6:00 PM",5,1,2,"BNPL","N",0,0
"CXAUQ_782",40,50,266,"F",34,"VIC","Urban","Phone_iOS","Browser","Monthly",5,"12:00 PM - 6:00 PM",4,4,1,"BNPL","N",0,0
"CXAUQ_2377",800,137,317,"F",36,"NSW","Rural","Phone_iOS","Browser","Monthly",1,"6:00 AM - 12:00 PM",1,2,4,"BNPL","N",0,0
"CXAUQ_2792",40,104,451,"M",28,"QLD","Rural","Phone_iOS","Browser","Weekly",18,"6:00 PM - 12:00 AM",5,3,4,"eWallet","N",0,0
"CXAUQ_2506",300,61,111,"M",37,"NSW","Rural","Phone_iOS","App","Daily",6,"6:00 PM - 12:00 AM",4,2,4,"Card","Y",24,0
"CXAUQ_638",40,267,134,"M",25,"NSW","Rural","Tablet_iOS","Browser","Daily",39,"12:00 PM - 6:00 PM",3,5,4,"eWallet","N",0,0
"CXAUQ_30",40,135,0,"M",24,"VIC","Urban","Phone_iOS","Browser","Daily",33,"12:00 PM - 6:00 PM",2,1,3,"eWallet","N",0,0
"CXAUQ_430",40,275,0,"F",23,"NSW","Urban","Tablet_iOS","App","Daily",1,"12:00 PM - 6:00 PM",4,3,3,"eWallet","Y",19,0
"CXAUQ_650",900,50,411,"M",44,"NSW","Rural","Phone_iOS","App","Daily",32,"12:00 PM - 6:00 PM",6,1,4,"eWallet","Y",19,0
"CXAUQ_1287",650,103,259,"F",37,"QLD","Urban","Phone_iOS","App","Monthly",0,"6:00 PM - 12:00 AM",3,3,4,"BNPL","Y",12,0
"CXAUQ_441",40,50,0,"F",33,"NSW","Rural","Phone_iOS","Browser","Daily",23,"12:00 PM - 6:00 PM",5,2,4,"eWallet","N",0,0
"CXAUQ_2174",40,179,322,"F",24,"NT","Urban","Phone_iOS","App","Daily",13,"6:00 AM - 12:00 PM",5,1,2,"BNPL","Y",11,0
"CXAUQ_1529",1250,236,396,"F",56,"ACT","Urban","Phone_Android","Browser","Monthly",0,"6:00 PM - 12:00 AM",13,5,4,"BNPL","N",0,0
"CXAUQ_2748",700,240,74,"F",49,"QLD","Urban","Tablet_Android","Browser","Weekly",55,"6:00 PM - 12:00 AM",10,4,4,"BNPL","N",0,0
"CXAUQ_1791",40,54,293,"M",54,"QLD","Rural","Tablet_Android","Browser","Monthly",13,"6:00 AM - 12:00 PM",5,5,3,"BNPL","N",0,0
